Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Good2Talk Nova Scotia,Kids Help Phone,"Good2Talk provides 24/7 phone and text support for post-secondary students in Nova Scotia, offering immediate, non-clinical crisis support and problem-solving. Using professional counsellors and trained volunteer crisis responders (for text), the service offers short-term respite and connects students to campus services, community mental-health resources, and provincial crisis supports as needed.",Healthcare and mental-health access,"Crisis respite and tele-response volunteer program: A volunteer-staffed crisis respite and phone/video check-in program offers short-term, non-clinical support during mental-health crises and connects callers to professional services as needed.",Livability and Enabling Infrastructure Gaps,"439 University Avenue, Suite 300, Toronto, ON M5G 1Y8",,info@kidshelpphone.ca,43.6544385,-79.3874259
Alderney Landing Farmers’ Market & Pop-Up Vendor Program,Alderney Landing,"Located in a municipally connected cultural facility, Alderney Landing hosts weekly and seasonal markets that offer affordable, short-term vendor tables and pop-up retail booths for small businesses and artisans. These temporary spaces reduce overhead and provide immediate customer exposure, often serving as a launchpad toward permanent storefronts.",Barriers to entrepreneurship and access to capital,"Pop-up Incubators and Shared Workspaces: Use vacant storefronts, municipal buildings, or school facilities to host temporary co-working hubs and pop-up shops that reduce rent barriers, provide short-term affordable space, and expose entrepreneurs to customers and mentors.",Livability and Enabling Infrastructure Gaps,"2 Ochterloney Street, Dartmouth, NS B2Y 4W1",,info@alderneylanding.com,44.6644002,-63.5701366
CNIB Accessibility Consulting (Nova Scotia),CNIB Foundation – Nova Scotia,"CNIB’s Halifax team provides on-site accessibility assessments and advisory services for public buildings and small businesses using recognized standards (e.g., CSA, CNIB’s Clearing Our Path). They train staff and volunteers on inclusive customer service and wayfinding and deliver actionable audit reports that prioritize fixes like tactile signage, lighting/contrast improvements, and hearing assistive technologies. CNIB also advises clients on leveraging Nova Scotia grant programs (e.g., Acce...","Inclusion, equity, and belonging deficits","Community Accessibility Audits and Micro-Grants: Train local volunteers to run accessibility audits for public buildings and small businesses, and provide community micro-grants to implement priority accessibility upgrades (ramps, signage, hearing loops).",Livability and Enabling Infrastructure Gaps,"6136 Almon Street, Halifax, NS B3K 1T8",,info@cnib.ca,44.6556173,-63.600682
Come to Work (Atlantic Region),CNIB,"CNIB’s Come to Work program partners with employers who commit to accessible, inclusive hiring for people who are blind, Deafblind, or have low vision. The program helps employers remove biased job requirements, conduct accessibility reviews, and implement accommodations throughout recruitment and onboarding, while training HR teams on inclusive practices. Participating employers are recognized through CNIB’s networks and events, signalling a public, community-backed commitment to accessibili...","Inclusion, equity, and belonging deficits","Inclusive Hiring Pledges for Local Employers: Create a community-backed pledge program that helps small and medium employers adopt inclusive hiring practices, remove biased job requirements, embed accessibility accommodations, and display a public commitment to equity.",Livability and Enabling Infrastructure Gaps,"6136 Almon Street, Halifax, NS B3K 1T8",,cometowork@cnib.ca,44.6556173,-63.600682
Come to Work,CNIB Foundation,"CNIB’s Come to Work program supports job seekers with sight loss through resume and interview coaching, job matching, and mentorship. It also runs accessible technology training and demonstrations (e.g., screen readers, magnification, and workplace accessibility tools) to prepare candidates and advise employers on effective accommodations. The team regularly engages employers through information sessions and roundtables to improve inclusive hiring and retention practices.","Inclusion, equity, and belonging deficits","Disability Employment Support and Skills Labs: Host community-run skills labs offering resume help, workplace accommodation planning, assistive tech demos, and employer roundtables to improve hiring and retention of people with disabilities.",Livability and Enabling Infrastructure Gaps,"6136 Almon Street, Halifax, NS B3K 1T8",,info@cnib.ca,44.6556173,-63.600682
Supplier Diversity Program,Halifax Port Authority,"Halifax Port Authority’s Supplier Diversity Program encourages participation and spending with underrepresented businesses in the Port’s procurement and capital projects. Through targeted outreach, inclusive vendor registration, and social value criteria for tenders, the Port increases opportunities for Mi’kmaq-led, African Nova Scotian, newcomer-owned, 2SLGBTQ+-led, and disability-run firms, and encourages prime contractors to allocate a share of subcontracts to these suppliers.","Inclusion, equity, and belonging deficits","Local Procurement Equity Initiative: Encourage municipal and institutional procurement policies that earmark a percentage of contracts for Mi'kmaq-led, African Nova Scotian, newcomer-owned, 2SLGBTQ+-led, and disability-run businesses and co-ops.",Livability and Enabling Infrastructure Gaps,"1215 Marginal Road, Halifax, NS B3H 4P8",,,44.6414556,-63.5664392
ArtsSmarts Nova Scotia,Arts Nova Scotia,"ArtsSmarts Nova Scotia funds collaborative artist–teacher projects in K–12 schools across the province, supporting short-term residencies where artists co-plan curriculum-linked activities and lead hands-on workshops with students. Projects commonly culminate in public showcases—exhibitions, performances, or installations—co-created by youth, building creative skills and confidence. The microgrant model encourages cost-sharing with school budgets, parent/guardian councils, and community partn...","Underinvestment in arts, culture, and recreation","Artist-in-School and Community Residency Programs: Partner schools, libraries, and community centres with artists for temporary residencies that deliver workshops, co-created public works, and skill-building for youth. Funding comes from microgrants, parent councils, and local foundations.",Livability and Enabling Infrastructure Gaps,"1741 Brunswick Street, 3rd Floor, Halifax, NS B3J 3X8",,artsns@novascotia.ca,44.648618,-63.5859487
Ticket Halifax,The Coast Publishing Company Ltd.,"Ticket Halifax is a locally run ticketing and event-listing platform where artists and arts organizations can promote shows, readings, classes, and festivals and sell tickets directly to audiences. Integrated with The Coast’s local media channels, it provides strong regional promotion and artist-friendly tools, helping creatives reach new attendees. Organizers receive sales and attendance reports they can use to make data-informed programming and scheduling decisions.","Underinvestment in arts, culture, and recreation","Digital Platform for Local Creatives: A community-managed online marketplace and events calendar where artists sell work, list classes, and promote shows. Low fees and local promotion increase reach and provide data to inform programming decisions.",Livability and Enabling Infrastructure Gaps,"2309 Maynard Street, Halifax, NS B3K 3T8",,tickets@thecoast.ca,44.6525376,-63.5870084
Emergency Preparedness Education (Atlantic),Canadian Red Cross,"The Canadian Red Cross delivers emergency preparedness education to Nova Scotia schools and youth groups, including workshops, drills, and training on severe weather, flooding, and power outages. Youth practice creating family emergency plans and kits and learn response skills (first aid and community readiness) that strengthen local resilience to climate-related disasters.",Climate risk and community resilience,"Youth engagement and resilience education: Schools and youth groups run hands-on programs (shoreline restoration, emergency drills, green trades apprenticeships) to build skills and retention of young residents.",Livability and Enabling Infrastructure Gaps,"133 Troop Avenue, Dartmouth, NS B3B 2A7",,atlantic@redcross.ca,44.7099632,-63.5846921
St. Francis Xavier University Biomass District Heating Upgrade,St. Francis Xavier University,"StFX added a biomass boiler to its central heating plant and distributes steam/hot water through an on‑campus network to multiple buildings, creating a campus‑scale district energy system. The project leverages locally sourced biomass to displace electric and oil heating, cutting energy costs and peak grid demand while using a shared thermal backbone.",Energy affordability and reliability,"District heating and shared thermal systems: Develop small-scale district heating (biomass, waste heat recovery, geo) in dense communities or industrial parks to reduce reliance on electrical heating, lower per‑unit energy costs and capture local fuel resources.",Livability and Enabling Infrastructure Gaps,"4130 University Avenue, Antigonish, NS B2G 2W5",,info@stfx.ca,45.6191732,-61.9966544
Member Agency Support,FEED Nova Scotia,"FEED Nova Scotia centrally raises funds, manages donor receipting, and distributes resources and training to a network of small, community-based food banks and meal programs. This shared platform reduces the administrative and fundraising burden on local agencies—many volunteer-run—so they can focus on frontline food security work while benefiting from coordinated grants, logistics, and capacity-building.",Nonprofit and community-service capacity strain,"Shared Administrative Services: Develop a shared-services hub offering pooled accounting, fundraising, HR, and grant-writing support for small nonprofits to reduce overhead, professionalize operations, and free frontline staff for mission work.",Livability and Enabling Infrastructure Gaps,"67 Wright Avenue, Dartmouth, NS B3B 1H2",,info@feednovascotia.ca,44.7037091,-63.5997121
Corporate Partnerships and Workplace Giving,Feed Nova Scotia,"Feed Nova Scotia partners with employers to run workplace giving campaigns, corporate fund and food drives, and group volunteer shifts in its Dartmouth warehouse. Companies also contribute in‑kind logistics support, pro bono services, and sponsorships that help strengthen distribution systems and training for the network of food banks and meal programs across the province. This coordinated business–community approach boosts nonprofit capacity and stabilizes essential social supports for famil...",Nonprofit and community-service capacity strain,"Business–Community Partnership Network: Organize a local employer network for in-kind support, payroll-giving, pro bono services, employee volunteer days, and sponsorship of capacity-building efforts for nonprofits.",Livability and Enabling Infrastructure Gaps,"67 Wright Avenue, Dartmouth, NS B3B 1H2",,info@feednovascotia.ca,44.7037091,-63.5997121
Scouting Programs (Nova Scotia Council),Scouts Canada – Nova Scotia Council,"Scouting in Nova Scotia engages youth in leadership, outdoor skills, and community projects supported by trained adult Scouters, many of whom are older residents and retirees. Intergenerational teams plan and deliver service activities, skill workshops, and youth-led governance within local groups and councils. By mobilizing seasoned volunteers alongside young people, the program transfers skills and strengthens the volunteer base of community organizations across the province.",Nonprofit and community-service capacity strain,"Intergenerational Mentorship Circles: Establish mentorship programs pairing older residents and retirees with young people to transfer skills, support projects, and share organizational leadership, while expanding volunteer capacity.",Livability and Enabling Infrastructure Gaps,"84 Thorne Avenue, Dartmouth, NS B3B 1Y5",,atlantic@scouts.ca,44.6961944,-63.5945963
Stuff-A-Bus Halifax,Feed Nova Scotia,"Feed Nova Scotia’s annual Stuff‑A‑Bus campaign, delivered in partnership with Halifax Transit, mobilizes volunteers at buses, transit terminals, and grocery stores for a festive food and fund drive that engages the wider public. The high‑visibility event combines donor drives with hands‑on volunteer participation and public celebration of community contributions, aligning with the model of an annual community giving and volunteer festival.",Nonprofit and community-service capacity strain,"Annual Community Giving and Volunteer Festivals: Organize yearly festivals that combine volunteer recruitment, donor drives, recognition ceremonies, and mini-grants to energize philanthropy and celebrate community contributions.",Livability and Enabling Infrastructure Gaps,"67 Wright Avenue, Dartmouth, NS B3B 1H2",,info@feednovascotia.ca,44.7037091,-63.5997121
The Signal (Multimedia News Site & Podcast),University of King's College School of Journalism,"The Signal is the University of King’s College School of Journalism’s multimedia news site and podcast, publishing in-depth profiles and features from across Halifax and Nova Scotia. Student journalists produce short videos, audio features, and social content that elevate the stories of local entrepreneurs, artists, and community builders, often picked up and shared through wider local media channels. By training new storytellers and continuously surfacing compelling, solutions-focused narrat...",Brand and perception challenges,"Community Storytelling Campaign: Collect and amplify local success stories (entrepreneurs, artists, tradespeople, returnees) through short videos, podcasts, social posts and local media to reshape narratives about opportunity and quality of life. Volunteer storytellers, schools, and community media can produce content and host listening events.",Livability and Enabling Infrastructure Gaps,"6350 Coburg Road, Halifax, NS B3H 2A1",,signal@ukings.ca,44.6374863,-63.5948434
Alderney Landing Farmers’ Market & Community Events,Alderney Landing Community Cultural Centre Society,"Alderney Landing activates the Dartmouth waterfront with year-round farmers’ markets, seasonal night markets, outdoor concerts, and festivals like Christkindlmarket and Canada Day celebrations. These pop-up markets and street-festival-style events animate public plazas and the ferry terminal area, drawing residents and visitors into shared spaces that showcase local culture, vendors, and civic pride.",Brand and perception challenges,"Neighborhood Place-Making Projects: Mobilize residents to improve public spaces (murals, park upgrades, pop-up markets, street festivals) that make communities more attractive, visible and newsworthy while demonstrating civic pride and livability.",Livability and Enabling Infrastructure Gaps,"2 Ochterloney Street, Dartmouth, NS B2Y 4W1",,info@alderneylanding.com,44.6644002,-63.5701366
Evergreen Festival,Build Nova Scotia,"Evergreen Festival is a multi-week celebration on the Halifax waterfront featuring free outdoor concerts, light art installations, cultural performances, and local markets. Produced by Build Nova Scotia, it expands seasonal programming with creative showcases that spotlight local artists and businesses, attracting residents and visitors while generating positive media coverage for Nova Scotia’s lifestyle and culture.",Brand and perception challenges,"Cultural Festivals & Creative Showcases: Expand and promote festivals and arts events that highlight local culture, talent and lifestyle—run volunteer-led pop-up concerts, gallery nights, food trails and heritage tours to attract visitors and media.",Livability and Enabling Infrastructure Gaps,"1875 Upper Water Street, Suite 301, Halifax, NS B3J 1S9",,info@buildns.ca,44.6505119,-63.5728293
Port of Halifax Welcome Ambassadors,Halifax Port Authority,"The Port of Halifax engages trained volunteer ambassadors to greet cruise passengers and other visitors at the Halifax Seaport, offering wayfinding, local recommendations, and curated walking routes. By serving as friendly hosts—and often supporting media and travel trade familiarization visits—these volunteers create authentic local connections that enhance Nova Scotia’s image and encourage return visits and investment.",Brand and perception challenges,"Neighbourhood Hospitality & Host Programs: Train volunteers from across the community to serve as 'hosts' for visiting journalists, prospective investors, students and job candidates—offering authentic local tours, introductions and hospitality that change perceptions.",Livability and Enabling Infrastructure Gaps,"1215 Marginal Road, Halifax, NS B3H 4P8",,info@portofhalifax.ca,44.6414556,-63.5664392
NSCC Career and Employment Services – Career Fairs & Employer Showcases,Nova Scotia Community College (NSCC),"Across NSCC campuses, Career and Employment Services runs themed career fairs and employer showcases (e.g., trades, ICT, health) where recruiters provide on-the-spot interviews, co-op recruitment, and apprenticeship sign-ups for students and recent grads. Events are paired with micro-workshops like portfolio reviews, interview prep, and credential/skills mapping to ensure alignment between training and employer needs.",Education-to-employment alignment and credential recognition,"Local Hiring & Skills Fair Series: Host regular themed hiring fairs and micro-workshops (trades week, tech week, arts & culture week) where employers commit to on-the-spot interviews, short trials and co-op offers targeted to youth and newcomers.",Livability and Enabling Infrastructure Gaps,"80 Mawiomi Place, Dartmouth, NS B2Y 0A5",https://www.nscc.ca,info@nscc.ca,44.6542147,-63.5509426
Student and Graduate Employment (NSCC Job Matching),Nova Scotia Community College (NSCC),"NSCC’s Student and Graduate Employment service runs a province-wide job board and matching support for NSCC students and alumni. Employers post apprenticeship, seasonal, contract, and short project roles, and graduates create profiles so their skills can be quickly matched to local industry needs. NSCC also conducts graduate follow-up surveys that track employment and mobility, informing efforts to re-engage alumni who plan to return to Nova Scotia.",Talent retention and return pathways,"Alumni-to-Employer Matching Platform: Build a lightweight local platform to match alumni skills with employer needs, track return intentions, and advertise short-term project or contract work to ease re-entry.",Livability and Enabling Infrastructure Gaps,"5685 Leeds Street, Halifax, NS B3K 2T3",https://www.nscc.ca,alumni@nscc.ca,44.6695773,-63.6147024
Mental Health First Aid (MHFA) – Continuing Education,Nova Scotia Community College (NSCC),"NSCC’s Continuing Education regularly hosts Mental Health First Aid courses (including Standard and Adults Who Interact with Youth) at campuses and online, training teachers, youth workers, employers, and community members to recognize symptoms, respond safely, and connect individuals to professional care and community resources. By integrating MHFA into accessible, short-format offerings, NSCC expands practical crisis-recognition and referral skills across Nova Scotia’s communities and workp...",Healthcare and mental-health access,"Community mental-health first aid training: Regular, subsidized training sessions teach residents, youth workers, teachers, and employers how to recognize crises, provide initial support, and connect people to professional services.",Livability and Enabling Infrastructure Gaps,"80 Mawiomi Place, Dartmouth, NS B2Y 0A5",https://www.nscc.ca,info@nscc.ca,44.6542147,-63.5509426
Ocean Technology Advanced Diploma (Ivany Campus),Nova Scotia Community College (NSCC),"This NSCC program trains students in marine sensors, data systems, robotics/ROVs, and field operations for ocean industries, with applied research and industry work placements. Graduates support innovation in aquaculture, marine environmental monitoring, and coastal infrastructure, and many roles can be performed in distributed or digital-first teams. The program builds in-demand technical talent that enables blue-economy growth and diversifies employment opportunities in coastal communities.",Climate risk and community resilience,"Diversify coastal livelihoods and skills training: Offer local training and startup support for aquaculture, green trades, ecotourism, and digital/remote work to reduce economic reliance on vulnerable resource sectors.",Livability and Enabling Infrastructure Gaps,"80 Mawiomi Place, Dartmouth, NS B2Y 0A5",https://www.nscc.ca,info@nscc.ca,44.6542147,-63.5509426
NSCC Graduate Outcomes (Graduate Survey Results),Nova Scotia Community College (NSCC),"NSCC publicly reports graduate employment rates, time-to-employment, in-province employment retention, and wage outcomes by program and campus through its graduate outcomes reporting. These transparent results showcase local talent success and the share of graduates working in Nova Scotia, providing communities and employers with concrete metrics to counter perceptions of limited opportunity and to celebrate workforce wins.",Brand and perception challenges,"Transparent Local Data & Success Dashboard: Assemble community-collected metrics—job openings filled locally, new businesses launched, retention rates, wages—and publish a local 'progress dashboard' to counter myths with facts and celebrate wins publicly.",Livability and Enabling Infrastructure Gaps,"80 Mawiomi Place, Dartmouth, NS B2Y 0A5",https://www.nscc.ca,info@nscc.ca,44.6542147,-63.5509426
IGNITE Atlantic Entrepreneurship Programs & Clinics,IGNITE Atlantic,"IGNITE operates rural innovation hubs that host free clinics, office hours, and workshops with legal, accounting, and marketing partners to support early-stage founders, many of whom are youth. Working with Invest Nova Scotia and regional partners, IGNITE also helps deliver funding opportunities such as Spark (non-dilutive microgrants), enabling young entrepreneurs to launch and scale companies that create local jobs.",Thin job density and limited career ladders,"Youth Entrepreneurship Microgrants and Clinics: Offer small start-up grants plus free legal, accounting and marketing clinics through community partners to help young entrepreneurs create scalable businesses that can hire locally as they grow.",Livability and Enabling Infrastructure Gaps,"208 Main Street, Yarmouth, NS B5A 1C8",https://igniteatlantic.com,info@igniteatlantic.com,43.8319155,-66.1203833
IGNITE Rural Pitch Competitions and Demo Nights,IGNITE Atlantic,"IGNITE Atlantic organizes regular community pitch events and program demo nights across its rural hubs, giving founders from Western and Northern Nova Scotia opportunities to present to local investors, buyers, and ecosystem partners. These gatherings often feature networking and community showcases at the Yarmouth and New Glasgow hubs, creating immediate pathways for customer introductions, pilot sign-ups, and local sales.",Barriers to entrepreneurship and access to capital,"Regular Pitch Nights and Demo Days: Host monthly or quarterly community pitch events where founders present to local investors, customers, and service providers; combine with 'buy local' showcases to generate feedback, visibility, and immediate sales opportunities.",Livability and Enabling Infrastructure Gaps,"208 Main Street, Yarmouth, NS B5A 1C8",https://igniteatlantic.com,info@igniteatlantic.com,43.8319155,-66.1203833
IGNITE Stories,IGNITE Atlantic,"IGNITE Atlantic spotlights founders, students, and innovators from rural Nova Scotia through articles, videos, and events that celebrate homegrown success. By telling the journeys of local companies and youth-led projects—and pointing to ecosystem supports that helped them—IGNITE’s storytelling inspires students and returnees to pursue careers and startups in their home communities and fosters cross-sector collaboration.",Fragmented innovation and commercialization ecosystem,"Local Success Stories Campaign: Promote returning and staying talent by storytelling—sharing profiles of local entrepreneurs, apprentices, and innovators to inspire youth and signal that viable careers can be built here.",Livability and Enabling Infrastructure Gaps,"208 Main Street, Unit 101, Yarmouth, NS B5A 1C8",https://igniteatlantic.com,info@igniteatlantic.com,43.8319155,-66.1203833
IGNITE Atlantic Industry Nights & Career Showcases,IGNITE Atlantic,"IGNITE Atlantic convenes recurring Industry Nights, open houses, and youth career showcases at its innovation hubs, bringing local businesses, trades, oceans, and agri-food companies together with students and job seekers. Employers present what they do, share apprenticeship and internship opportunities, and connect directly with participants—making rural Nova Scotia career pathways visible and attainable.",Brand and perception challenges,"Local Business & Career Showcases: Host regular open-house events that let local businesses, trades, and creative enterprises present career pathways, apprenticeships and internships to high-school and post-secondary students and job-seekers, making pathways and growth visible.",Livability and Enabling Infrastructure Gaps,"208 Main Street, Yarmouth, NS B5A 1C8",https://igniteatlantic.com,info@igniteatlantic.com,43.8319155,-66.1203833
"Halifax Affordable Access Program (Recreation, Camps and After-School)",Halifax Regional Municipality,"The municipality’s Affordable Access Program provides income-based discounts—up to full subsidy—for recreation programming delivered at community-run centres, including day camps and some before/after-school childcare options. This transparent sliding-scale model reduces or eliminates fees for low-income families, with the municipality underwriting discounts and community partners supporting access through ongoing fundraising.",Childcare availability and affordability,"Flexible Fee Models and Sliding-scale Policies: Community-run centres adopt transparent sliding-scale fee structures, sibling discounts and pay-what-you-can days, supported by local fundraising to sustain operations while increasing affordability.",Livability and Enabling Infrastructure Gaps,"1841 Argyle Street, Halifax, NS B3J 3A5",https://www.halifax.ca,contactus@halifax.ca,44.648927,-63.5753248
Halifax Regional Municipality Procurement (Supplier Engagement & Tenders),Halifax Regional Municipality,"HRM’s Procurement division posts public tenders and runs supplier engagement such as 'How to Do Business with HRM' sessions and reverse trade shows to help local SMEs navigate municipal purchasing. Through social value and community-benefit practices, it encourages participation from local and diverse suppliers and connects them with procurement opportunities, advancing buy-local outcomes in public spending.",Barriers to entrepreneurship and access to capital,"Community Procurement and 'Buy Local' Pledges: Mobilize institutions, non-profits, and residents to commit to buying from local startups and small businesses; coordinate procurement opportunities and procurement-ready training for local suppliers.",Livability and Enabling Infrastructure Gaps,"1841 Argyle Street, Halifax, NS B3J 3A5",https://www.halifax.ca,procurement@halifax.ca,44.648927,-63.5753248
Cultural Festivals and Events Funding Program,Halifax Regional Municipality,"Halifax Regional Municipality’s grant program provides operating and project funding to non-profit organizers of public cultural festivals and events across HRM. Its assessment criteria emphasize diversity, accessibility, and inclusion, which channels sponsorship to festivals that feature and are led by Mi'kmaq, African Nova Scotian, newcomer, 2SLGBTQ+, and disabled artists, creating neighborhood-based, cross-cultural engagement.","Inclusion, equity, and belonging deficits","Local Inclusive Festivals and Arts Grants: Sponsor neighborhood festivals and small grants that prioritize programming by Mi'kmaq, African Nova Scotian, newcomer, 2SLGBTQ+, and disabled artists to celebrate diversity and create cross-cultural engagement.",Livability and Enabling Infrastructure Gaps,"1841 Argyle Street, Halifax, NS B3J 3A5",https://www.halifax.ca,nonprofitgrants@halifax.ca,44.648927,-63.5753248
