Name,Description,Solution,Obstacle,Organization,Address,Website,Email,Phone,Latitude,Longitude
AFL-CIO Community Services/Labor Liaison Program,"United Way’s Labor Liaison program, in partnership with area labor councils, conducts neighborhood-based outreach to connect union members and non-members with benefits assistance, workforce training, and community resources. Staff set up pop-up information tables at libraries, municipal buildings, and community events across Western Pennsylvania, while maintaining a year-round public office for navigation support. This model advances the neighborhood union house concept by making union-linke...",Neighborhood Union Houses and Pop-up Outreach,Worker Alienation from Unions Perceived as Distant Bureaucracies,United Way of Southwestern Pennsylvania,"1250 Penn Avenue, Pittsburgh, PA 15222",https://uwswpa.org,info@uwswpa.org,
AFL-CIO Community Services/Labor Liaison Program (Southwestern PA),"United Way’s Labor Liaison program partners with the Allegheny-Fayette Central Labor Council to coordinate union volunteers for recurring, free community events like resource fairs, school-supply drives, and family days at neighborhood centers and union halls. These union-led socials provide year-round opportunities for members and residents to connect outside bargaining cycles, strengthening trust and mutual support in deindustrialized communities.",Monthly Community Socials and Family Days,Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,United Way of Southwestern Pennsylvania (in partnership with Allegheny-Fayette Central Labor Council),"1250 Penn Avenue, Pittsburgh, PA 15222",https://uwswpa.org,info@uwswpa.org,
AFSCME Strong,"AFSCME Strong is DC 84’s structured member-engagement program that equips stewards and volunteer member-organizers to conduct one-on-ones, workplace listening, and issue mapping in municipal and county workplaces throughout Western Pennsylvania. The feedback gathered is used to shape bargaining goals and public-service improvement campaigns, demonstrating that the union’s platform is built from members’ priorities and strengthening participation and credibility.",Workplace Member Organizing & Listening Campaigns,Worker Alienation from Unions Perceived as Distant Bureaucracies,"American Federation of State, County and Municipal Employees (AFSCME) District Council 84","116 Boulevard of the Allies, Pittsburgh, PA 15222",https://www.afscme.org/members/afscme-strong,,
ATU International Strike Fund (access via Local 85),"ATU’s International Strike Fund, accessed through Local 85, provides strike pay and hardship assistance for transit workers engaged in labor disputes and organizing campaigns. The local helps members apply for benefits that offset lost wages and cover essentials like childcare and travel to picket lines, lowering the economic barriers to sustained collective action in the region.",Microgrant and Emergency Relief Fund for Organizing,Failure to Organize New Sectors and Precarious Workers,Amalgamated Transit Union (ATU); ATU Local 85,"2235 Beaver Avenue, Pittsburgh, PA 15233",https://www.atulocal85.org,,
ATU Local 85–PPT Community Transit Town Halls,"In partnership with Pittsburghers for Public Transit, ATU Local 85 regularly convenes public town halls in libraries and community centers across Allegheny County where union leaders present plain-language briefings on contract goals, route and scheduling impacts, and transit funding. These sessions are open to riders and residents and include Q&A and feedback that informs bargaining and advocacy, making the union’s priorities and decisions transparent and community-rooted. The approach direc...",Transparent Local Reporting and Decision Sessions,Worker Alienation from Unions Perceived as Distant Bureaucracies,Amalgamated Transit Union Local 85,"1401 Banksville Road, Pittsburgh, PA 15216",https://atulocal85.org,,
Accompaniment Program,"Casa San Jose’s Accompaniment Program uses simple, locally controlled digital tools—WhatsApp groups, text trees, email lists, and Google Forms—to mobilize trained volunteers for in-person court accompaniment, rapid response to ICE activity, and community clinics. Volunteer leaders segment lists by neighborhood and need, maintain a shared calendar of events, and track participants to ensure face-to-face support is coordinated without centralized, staff-heavy control. This grassroots digital co...",Digital Local Organizing Platform,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,Casa San Jose,"2114 Broadway Avenue, Pittsburgh, PA 15216",https://casasanjose.org,info@casasanjose.org,
Advocacy and Community Organizing Training,"Just Harvest offers ongoing workshops that teach residents—disproportionately women and people of color working in the service sector—how to organize peers, tell their stories for change, and engage decision-makers on issues like wages, benefits, and food access. Trainings are hosted in neighborhood libraries and community centers across Allegheny County, emphasizing accessible, locally led peer-to-peer skill building. Graduates apply these tools in their workplaces and neighborhoods, buildin...",Community Organizer Training Program,Failure to Organize New Sectors and Precarious Workers,Just Harvest,"16 Terminal Way, Pittsburgh, PA 15219",https://www.justharvest.org,info@justharvest.org,
Age-Friendly Greater Pittsburgh,"Age-Friendly Greater Pittsburgh convenes a regional coalition to reduce social isolation and improve wellness through community workshops, intergenerational events, and neighborhood pop-ups focused on mobility, connection, and supportive environments. The initiative offers trainings (such as Dementia Friends sessions) and collaborates with local partners to host inclusive health and wellness activities in accessible community spaces. Unions can collaborate with the coalition to bring these pr...","Health, Wellness, and Care Networks",Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,Jewish Healthcare Foundation,"650 Smithfield Street, Suite 2400, Pittsburgh, PA 15222",https://www.agefriendlypgh.org,info@jhf.org,
AgeWell Pittsburgh,"AgeWell Pittsburgh is a collaborative network that offers care management, caregiver support groups, wellness classes, and social programs for older adults and their families, helping people stay connected and healthy. Through recurring group activities and evidence-based workshops, AgeWell creates supportive relationships that address chronic conditions and reduce social isolation. Unions and community partners can connect members who are caregivers or older adults to AgeWell’s services or c...","Health, Wellness, and Care Networks",Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,"Jewish Family and Community Services (JFCS), Jewish Association on Aging (JAA), and Jewish Community Center of Greater Pittsburgh (JCC) – AgeWell Pittsburgh collaboration","5738 Forbes Avenue, Pittsburgh, PA 15217",https://agewellpgh.org,info@agewellpgh.org,
AgeWell Pittsburgh Caregiver Support,"AgeWell Pittsburgh coordinates caregiver support groups, resource navigation, and wellness workshops for older adults and their family caregivers throughout the region. By offering regular support meetings, dementia education, and stress-management programming through a network of community sites, AgeWell builds sustained caregiver networks that reduce isolation and strengthen family well-being—partnerships that unions and community organizations can plug into for their members.","Health, Wellness, and Care Networks",Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,"AgeWell Pittsburgh (a collaboration of JFCS, JCC of Greater Pittsburgh, and Jewish Association on Aging)","5743 Bartlett Street, Pittsburgh, PA 15217",https://agewellpgh.org,info@agewellpgh.org,
Allegheny County Living Wage Ordinance Implementation,"Allegheny County’s Purchasing Division implements the county’s Living Wage Ordinance by requiring vendors on covered service contracts to meet living wage thresholds and related job-quality conditions as a condition of award. By embedding wage standards into county solicitations and contracts, the program uses public purchasing power to raise labor standards and ensure fair treatment of service-sector workers.",Local Procurement Standards and Good Jobs Certification,Failure to Organize New Sectors and Precarious Workers,Allegheny County Department of Administrative Services – Purchasing Division,"542 Forbes Avenue, Pittsburgh, PA 15219",https://www.alleghenycounty.us/administrative-services/purchasing/purchasing.aspx,,
Allegheny County Living Wage and Responsible Contractor Requirements,"Allegheny County applies living-wage and benefit requirements to certain service contracts and financial assistance agreements, and uses responsible contractor criteria on construction projects that emphasize apprenticeship training, safety records, and compliance with labor laws. These standards are incorporated into bid evaluations and contracts by the County’s Office of Procurement & Contracting, with compliance oversight. The policies leverage county purchasing power to prefer vendors tha...",Local Procurement Standards and Good Jobs Certification,Failure to Organize New Sectors and Precarious Workers,Allegheny County Office of Procurement & Contracting,"542 Forbes Avenue, Pittsburgh, PA 15219",https://www.alleghenycounty.us/purchasing/index.aspx,,
Allegheny-Fayette CLC Committee on Political Education (COPE),"The COPE is a representative body of delegates from many different local unions and neighborhoods that meets with Central Labor Council leadership to set meeting agendas, vet political communications, and recommend endorsements. By centering input from frontline union members across sectors, the COPE functions as a local advisory council that ensures messaging and political priorities are grounded in member concerns rather than distant leadership.",Local Member Advisory Council,Communication Breakdowns Between International Leadership and Rank-and-File Members,"Allegheny-Fayette Central Labor Council, AFL-CIO","1459 Woodruff Street, Pittsburgh, PA 15220",https://unionhall.aflcio.org/alleghenyfayetteclc,,
Allegheny-Fayette CLC Committee on Political Education (COPE),"The Allegheny-Fayette Central Labor Council’s COPE pools small voluntary contributions from rank-and-file union members across Allegheny and Fayette Counties and uses delegate votes to make local endorsements. Funds support community-focused electoral work (school board, municipal, and county races) and issue campaigns that members identify as priorities, with endorsements and expenditures reported back to affiliated locals. This structure is member-governed and locally targeted, ensuring the...",Local Political Action Fund,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,"Allegheny-Fayette Central Labor Council, AFL-CIO","1459 Banksville Road, Pittsburgh, PA 15216",https://unionhall.aflcio.org/allegheny-fayette-clc,,
Allegheny-Fayette Central Labor Council COPE,"The Council’s Committee on Political Education (COPE) pools voluntary, small-dollar contributions from union members across Allegheny and Fayette counties and uses a delegate-driven endorsement process to back local candidates and ballot initiatives. Spending decisions are made by locally elected delegates from affiliate unions, making the fund member-governed and focused on municipal, school board, county, and issue campaigns that directly impact workers and communities. Endorsements and cam...",Local Political Action Fund,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,"Allegheny-Fayette Central Labor Council, AFL-CIO","1453 Banksville Road, Suite 200, Pittsburgh, PA 15216",https://www.pittsburghlabor.org,info@pittsburghlabor.org,
Allegheny-Fayette Central Labor Council – Community Partnerships and Organizing Support,"The Labor Council serves as a regional hub that connects union locals with community, faith, and neighborhood organizations to run joint campaigns and trainings across sectors. Through its community partnerships, the council helps coordinate airport, building service, and service-sector standards campaigns that bring multiple contractors to the table—practical steps toward sectoral bargaining and joint bargaining for contract workers. It also links unions with volunteer organizers and policy ...",Union-Community Innovation Matchmaking,Failure to Organize New Sectors and Precarious Workers,"Allegheny-Fayette Central Labor Council, AFL-CIO","1459 Woodruff Street, Pittsburgh, PA 15220",https://unionhall.aflcio.org/allegheny-fayette-clc,,
Amazon and Logistics Accountability Organizing,"Teamsters Local 249 organizes delivery drivers and logistics workers across Western Pennsylvania, using public rallies, media coverage, and consumer solidarity to pressure logistics contractors and large platforms to improve wages and conditions. The Local works with community and faith allies to spotlight harmful practices and urges customers and shippers to support employers that agree to fair standards and neutrality. This strategy targets rapidly growing logistics and gig sectors where tr...",Employer Accountability and Public Awareness Campaigns,Failure to Organize New Sectors and Precarious Workers,Teamsters Local 249,"4701 Butler Street, Pittsburgh, PA 15201",https://www.teamsterslocal249.org,,
Ambassador Program,"Grounded Strategies’ Ambassador Program equips neighborhood leaders with training in facilitation, community organizing, and project management to plan and run local campaigns focused on land reuse, green infrastructure, and environmental justice. Participants learn to navigate municipal processes, build coalitions (including with labor partners), and advocate effectively at public meetings and with decision-makers.",Civic Leadership and Community Organizing Training,Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,Grounded Strategies,"6587 Hamilton Avenue, Suite 1W, Pittsburgh, PA 15206",https://groundedpgh.org,info@groundedpgh.org,
American Rescue Plan (ARPA) Spending Dashboard and Public Input Sessions,"Allegheny County maintains a plain-language ARPA spending dashboard that is regularly updated to show where federal recovery dollars are allocated, and it has held open public input sessions in neighborhood venues to discuss priorities and tradeoffs. These sessions function like town halls—residents ask questions, give feedback, and see how decisions are made—while the dashboard provides transparent, easy-to-understand financial reporting. The combination increases visibility into decisions a...",Transparent Local Reporting and Decision Sessions,Worker Alienation from Unions Perceived as Distant Bureaucracies,Allegheny County,"436 Grant Street, Pittsburgh, PA 15219",https://alleghenycounty.us/arpa,,
Annual Budget and Community Priorities Meetings,"The Polish Hill Civic Association conducts open community meetings where members review organizational finances and adopt an annual budget, and they convene neighborhood assemblies to set priorities for projects and advocacy. By giving residents a direct vote over spending and strategy, PHCA maintains accountability and strengthens member ownership of local initiatives.",Transparent Local Budget and Decision Assemblies,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,Polish Hill Civic Association,"3060 Brereton Street, Pittsburgh, PA 15219",https://www.phcapgh.org,phcapgh@gmail.com,
Annual Member Meeting and Open Governance,"The East End Food Co-op hosts an annual member meeting and open board meetings where financial statements, plans, and priorities are presented to members, who can introduce proposals and vote on bylaw changes and board representation. This practice makes budgets and strategy transparent to member-owners and channels collective decision-making toward local spending and organizational priorities.",Transparent Local Budget and Decision Assemblies,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,East End Food Co-op,"7516 Meade Street, Pittsburgh, PA 15208",https://www.eastendfood.coop,info@eastendfood.coop,
Apprenti PGH – Tech Apprenticeships,"Apprenti PGH is a registered technology apprenticeship program that partners with major local employers to hire and train Pittsburgh-area residents for roles such as software developer, cybersecurity analyst, and data technician. Through employer commitments to hire apprentices and collaborations with local education providers for classroom instruction, the program creates paid, structured pathways into in-demand tech jobs without requiring a four-year degree. This employer-led, hire-local ap...",Apprenticeship and Local Hiring Partnerships,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,Pittsburgh Technology Council,"100 South Commons, Suite 100, Pittsburgh, PA 15212",https://www.pghtech.org/programs/apprenti,info@pghtech.org,
Apprenticeship Pittsburgh,"Partner4Work’s Apprenticeship Pittsburgh coordinates registered apprenticeships and pre-apprenticeships with local employers, unions, schools, and community organizations across Allegheny County. By funding training partners and aligning Career and Technical Education (CTE) programs with union and industry pathways, it helps employers prioritize hiring nearby residents and creates a seamless local pipeline into family-sustaining jobs—strengthening neighborhood ties and reducing long commutes.",Apprenticeship and Skills Exchange Programs,Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,Partner4Work,"650 Smithfield Street, Suite 2400, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
Apprenticeship Pittsburgh,"Partner4Work’s Apprenticeship Pittsburgh coordinates registered apprenticeships and pre-apprenticeships with local employers, unions, schools, and community organizations across Allegheny County. By funding training partners and aligning Career and Technical Education (CTE) programs with union and industry pathways, it helps employers prioritize hiring nearby residents and creates a seamless local pipeline into family-sustaining jobs—strengthening neighborhood ties and reducing long commutes.",Youth and School Partnerships on Career Pathways,Worker Alienation from Unions Perceived as Distant Bureaucracies,Partner4Work,"650 Smithfield Street, Suite 2400, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
Apprenticeship Pittsburgh,"Partner4Work’s Apprenticeship Pittsburgh coordinates registered apprenticeships and pre-apprenticeships with local employers, unions, schools, and community organizations across Allegheny County. By funding training partners and aligning Career and Technical Education (CTE) programs with union and industry pathways, it helps employers prioritize hiring nearby residents and creates a seamless local pipeline into family-sustaining jobs—strengthening neighborhood ties and reducing long commutes.",Inclusive Apprenticeship and Pathway Partnerships,Failure to Organize New Sectors and Precarious Workers,Partner4Work,"650 Smithfield Street, Suite 2400, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
Apprenticeship Pittsburgh & Industry Partnerships,"Partner4Work convenes unions, employers, school districts, and community-based organizations to expand apprenticeship and pre-apprenticeship pathways in construction, manufacturing, and other sectors. The initiative funds and coordinates programs with union apprenticeship sponsors while partnering with neighborhood groups and faith organizations to recruit underrepresented residents, integrate safety training, and provide supportive services. This formal cross-sector coalition advances good j...",Union-Community Coalitions,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,Partner4Work,"650 Smithfield Street, Suite 2600, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
Apprenticeship Readiness Program (ARP),"Partner4Work’s Apprenticeship Readiness Program prepares Pittsburgh-area residents for entry into Department of Labor–registered building trades apprenticeships through math refreshers, hands-on exposure, and union-led orientations. Delivered with the Builders Guild of Western Pennsylvania and local unions/contractors, the program connects graduates directly to apprenticeship openings and local hiring on public works and commercial projects, creating clear pathways to stable, family-sustainin...",Apprenticeship and Local Hiring Partnerships,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,Partner4Work,"650 Smithfield Street, Suite 2600, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
Apprenticeship Readiness Program (Introduction to the Construction Trades),"This short, hands-on pre-apprenticeship prepares participants for entry into union apprenticeship programs across building and maintenance trades. Delivered with local training centers and community partners, the program includes OSHA-10, math refreshers, tool skills, and guided applications to specific union JATCs, with direct placement support and hiring events. The Builders Guild actively recruits women and minority candidates and provides clear information on union pathways and benefits.",Inclusive Apprenticeship and Pathway Partnerships,Failure to Organize New Sectors and Precarious Workers,Builders Guild of Western Pennsylvania,"219 South 9th Street, Pittsburgh, PA 15203",https://www.buildersguild.org,info@buildersguild.org,
ApprenticeshipPGH,"ApprenticeshipPGH is a youth-focused pre-apprenticeship that partners with unions, community colleges, and local employers to create direct pathways into registered apprenticeships and entry-level jobs in sectors like advanced manufacturing, IT, and healthcare. By brokering employer partnerships and aligning classroom learning with on-the-job training, it advances hire-local strategies that connect Pittsburgh-area residents to stable careers and deepen ties between workers and neighborhood em...",Apprenticeship and Local Hiring Partnerships,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,Partner4Work,"650 Smithfield Street, Suite 2600, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
ApprenticeshipPGH (Apprenticeship Pittsburgh),"Partner4Work’s ApprenticeshipPGH convenes community colleges, union training programs, and employers to create short, accessible pre-apprenticeship and apprenticeship pathways in transportation/logistics, facilities maintenance, and service occupations. The initiative prioritizes women and minority participants with supportive services, stipends, and wraparound assistance, and connects completers to job placement with regional employers. Participants also receive information and referrals to ...",Inclusive Apprenticeship and Pathway Partnerships,Failure to Organize New Sectors and Precarious Workers,Partner4Work (Pittsburgh/Allegheny County Workforce Development Board),"650 Smithfield Street, Suite 2600, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
Apprenticeships at CCAC,"CCAC partners with employers and union-affiliated training centers to deliver registered apprenticeships and short, stackable upskilling in industrial maintenance, mechatronics, facilities operations, and supply-chain/logistics. Programs are designed for accessibility with flexible schedules and multiple locations, and include job placement assistance plus information about union pathways in maintenance and service roles. CCAC works with regional partners to diversify cohorts and recruit wome...",Inclusive Apprenticeship and Pathway Partnerships,Failure to Organize New Sectors and Precarious Workers,Community College of Allegheny County (CCAC),"1000 McKee Road, Oakdale, PA 15071",https://www.ccac.edu/workforce/apprenticeships/,,
Archives of Industrial Society (Oral Histories),"The University of Pittsburgh Library System’s Archives of Industrial Society preserves extensive oral histories of steelworkers, coal miners, union organizers, and community activists from Western Pennsylvania. Staff continue to partner with communities to document new interviews and make collections accessible online and in the Hillman Library reading room; materials frequently support public exhibits and educational programs. By housing and sharing worker testimonies through a research libr...",Oral History & Storytelling Campaign,Worker Alienation from Unions Perceived as Distant Bureaucracies,University of Pittsburgh Library System (Archives & Special Collections),"3960 Forbes Avenue, Pittsburgh, PA 15260",https://www.library.pitt.edu/archives-special-collections,uls-asc@pitt.edu,
Auberle Employment Institute,"Auberle’s Employment Institute in McKeesport functions as a comprehensive resource hub offering job training, industry-recognized credentials, and wraparound services such as behavioral health supports, legal-expungement/record-clearing clinics, and driver’s license restoration. The center partners with employers, apprenticeship programs, and workforce agencies to bring recruiters and union-linked training pathways on site. Its regular hours and broad service mix give residents direct, local ...",Shared Community Resource Hub,Communication Breakdowns Between International Leadership and Rank-and-File Members,Auberle,"1101 Hartman Street, McKeesport, PA 15132",https://www.auberle.org,info@auberle.org,
Avenues of Hope,"Avenues of Hope is the City of Pittsburgh/URA corridor initiative that assembles vacant and brownfield parcels into mixed-use projects alongside streetscape and public-space improvements. Through responsible-contractor and first-source policies, and partnerships with neighborhood CDCs, labor unions, and workforce intermediaries, the program channels projects to contractors with registered apprenticeships and creates on-ramps for residents into living-wage construction and building-operations ...",Community-Driven Redevelopment Projects,Worker Alienation from Unions Perceived as Distant Bureaucracies,Urban Redevelopment Authority of Pittsburgh (URA),"412 Boulevard of the Allies, Pittsburgh, PA 15219",https://www.ura.org/pages/avenues-of-hope,info@ura.org,
BHF Presents,"BHF Presents is a recurring talk, storytelling, and podcast/video series featuring union members, retirees, and community activists recounting Western Pennsylvania’s labor history and present-day organizing. Events are hosted at the historic Pump House and recorded for wide sharing on YouTube and social media, turning live oral histories into accessible public content. The series builds emotional investment and legitimacy by centering worker voices and union wins within the region’s cultural ...",Oral History & Storytelling Campaign,Worker Alienation from Unions Perceived as Distant Bureaucracies,Battle of Homestead Foundation,"880 E Waterfront Drive, Munhall, PA 15120",https://www.battleofhomestead.org,info@battleofhomestead.org,
Battle of Homestead Commemoration & Community Day,"An annual public gathering at the historic Pump House featuring labor history talks, live music, arts, and community activities that honor the 1892 Battle of Homestead and the region’s broader labor heritage. Organized by the Battle of Homestead Foundation with union and community partners, the event turns labor history into a living festival that reconnects members, families, and residents around shared work identity and civic pride.",Cultural Festivals Celebrating Work and Community,Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,Battle of Homestead Foundation,"880 E Waterfront Drive, Munhall, PA 15120",https://battleofhomestead.org,info@battleofhomestead.org,
Battle of Homestead Foundation Programs & Partnerships,"The Battle of Homestead Foundation partners with unions, historical societies, libraries, schools, and faith-based groups across the Mon Valley to host public programs, forums, and cultural events that connect labor history to current issues of job quality, public health, and community safety. By co-sponsoring events with USW/UMWA locals, neighborhood associations, and congregations at the historic Pump House, the foundation nurtures ongoing relationships and shared civic identity among worke...",Union-Community Coalitions,Staff-Heavy Metropolitan Operations Replace Local Ground-Level Activism,Battle of Homestead Foundation,"880 E Waterfront Drive, Munhall, PA 15120",https://battleofhomestead.org,info@battleofhomestead.org,
Battle of Homestead Foundation Speakers Series & Oral History Programs,"The Battle of Homestead Foundation hosts intergenerational talks, exhibits, and oral-history projects at the historic Pump House, featuring retired union members and long-term workers sharing their experiences with students and community members. These programs foster mentoring relationships, document local labor struggles, and create public-facing exhibits that strengthen community identity and year-round engagement in labor culture.",Intergenerational Mentoring and Labor History Projects,Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,Battle of Homestead Foundation,"880 E Waterfront Drive, Munhall, PA 15120",https://battleofhomestead.org,,
Battle of Homestead Foundation – Intergenerational Labor History Programs,"The Battle of Homestead Foundation organizes talks, walking tours, and oral-history programs that bring retired steelworkers and union activists together with students and young workers. Annual commemorations and exhibits at the Pump House invite families to contribute artifacts and record stories while volunteering alongside elders and historians. This intergenerational participation builds continuity with the region’s labor heritage and sustains community engagement beyond grievances and co...",Intergenerational Mentoring and Labor History Projects,Lack of Mechanisms for Member Participation Beyond Dues and Contract Cycles,Battle of Homestead Foundation,"880 E Waterfront Drive, Munhall, PA 15120",https://battleofhomestead.org,info@battleofhomestead.org,
