Name,Description,Solution,Obstacle,Organization,Address,Website,Email,Phone,Latitude,Longitude
Aging in Place Program (ADU-supportive home modifications),"Rebuilding Together Pittsburgh mobilizes volunteer crews and licensed contractors to complete critical repairs and modifications that can include converting or partitioning space into code-compliant accessory suites where zoning allows. Through volunteer build days, construction management, and donor-supported project funds, RTP helps homeowners create secondary units that can house nearby workers, interns, or caregivers at affordable costs.",Accessory Dwelling Unit (ADU) & Tiny Home Support,Geographic Dispersion of Union Members,Rebuilding Together Pittsburgh,"7800 Susquehanna Street, Suite 303, Pittsburgh, PA 15208",https://www.rtpittsburgh.org,info@rtpittsburgh.org,
Allegheny YMCA Men’s Residence and Fitness Center,"The Allegheny YMCA combines affordable single-room occupancy housing with 24/7 resident access to lounges and on-site amenities, plus a fitness facility with lockers and showers. Extended hours and flexible access serve people working nontraditional shifts, turning a historic North Side facility into a practical, shared space where workers can rest, clean up, and connect across schedules.",Shared Public Spaces & Shift-Friendly Amenities,Geographic Dispersion of Union Members,YMCA of Greater Pittsburgh – Allegheny YMCA,"600 W North Avenue, Pittsburgh, PA 15212",https://www.ymcapgh.org/locations/allegheny-ymca,info@ymcapgh.org,
Alphabet City (City of Asylum),"Alphabet City provides a free, public cultural venue with near-nightly readings, concerts, and community conversations that serve as informal drop-in gatherings. Staff and volunteers welcome participants, connect neighbors around shared interests, and share local event information, making the space a reliable third place on the North Side.",Neighborhood Third-Places Program,Disappearance of Ethnic Clubs and Fraternal Lodges,City of Asylum,"40 W North Avenue, Pittsburgh, PA 15212",https://www.cityofasylum.org,info@cityofasylum.org,
Alphabet City Free Public Programs,"City of Asylum’s Alphabet City hosts free, regular readings, book clubs, conversation series, and community listening sessions that function as welcoming third-place gatherings. Staff and volunteers act as event hosts and greeters, help neighbors connect, and maintain community information displays—creating a drop-in setting where residents meet, share news, and build relationships.",Neighborhood Third-Places Program,Disappearance of Ethnic Clubs and Fraternal Lodges,City of Asylum Pittsburgh,"40 W North Avenue, Pittsburgh, PA 15212",https://www.cityofasylum.org,info@cityofasylum.org,
American Serbian Club of Pittsburgh,"A member-owned social hall that sustains its historic facility through annual memberships and steady hall rentals for weddings, concerts, and community events. Governance is handled by an elected board and committees of member-volunteers who organize programming and contribute maintenance labor, directly reflecting a cooperative stewardship model that keeps a neighborhood gathering place active and affordable.",Community Cooperative Ownership,Union Hall Closures and Consolidation,American Serbian Club of Pittsburgh,"2524 Sarah Street, Pittsburgh, PA 15203",https://www.ascpittsburgh.org,,
Apprenticeship Pittsburgh,"Partner4Work’s Apprenticeship Pittsburgh coordinates registered apprenticeships and pre-apprenticeships with local employers, unions, schools, and community organizations across Allegheny County. By funding training partners and aligning Career and Technical Education (CTE) programs with union and industry pathways, it helps employers prioritize hiring nearby residents and creates a seamless local pipeline into family-sustaining jobs—strengthening neighborhood ties and reducing long commutes.",Local Hiring & Apprenticeship Partnership,Geographic Dispersion of Union Members,Partner4Work,"650 Smithfield Street, Suite 2400, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
ApprenticeshipPGH,"ApprenticeshipPGH is Partner4Work’s regional initiative that organizes pre-apprenticeship and registered apprenticeship pathways with unions, manufacturers, and public schools across Allegheny County. The program brokers employer hiring commitments, aligns training with JATCs and community colleges, and prioritizes residents—especially from city neighborhoods and nearby mill towns—for apprenticeship slots and related employment. This coordinated pipeline helps people train and work closer to ...",Local Hiring & Apprenticeship Partnership,Geographic Dispersion of Union Members,Partner4Work (Pittsburgh/Allegheny County Workforce Development Board),"650 Smithfield Street, Suite 2600, Pittsburgh, PA 15222",https://www.partner4work.org,info@partner4work.org,
Archives & Special Collections (Archives of Industrial Society),"Pitt’s Archives & Special Collections houses the Archives of Industrial Society, including major labor collections such as the United Steelworkers and other union records, photographs, and oral histories. The repository works with unions and local historical groups to archive materials, digitize content, and curate exhibits that tell workers’ stories. These partnerships help secure grants and build public-facing narratives that attract visitors and resources for preserving union heritage sites.",Heritage and Archive Partnerships,Union Hall Closures and Consolidation,University of Pittsburgh Library System,"3960 Forbes Avenue, Pittsburgh, PA 15260",https://www.library.pitt.edu/archives-special-collections,archives@pitt.edu,
Archives & Special Collections (Labor & Industry Collections),"University of Pittsburgh’s Archives & Special Collections stewards significant labor and industry collections, including records and oral histories that document union activity and worker experiences across Western Pennsylvania. Through collaborations with unions and local historical societies—and digital initiatives like Historic Pittsburgh—it helps archive union history, secure grant support for processing and digitization, and produce public-facing stories and exhibits. These efforts incre...",Heritage and Archive Partnerships,Union Hall Closures and Consolidation,University of Pittsburgh Library System,"3960 Forbes Avenue, Pittsburgh, PA 15260",https://www.library.pitt.edu/archives-special-collections,archives@pitt.edu,
Archives & Special Collections – Archive of Industrial Society,"The University of Pittsburgh’s Archives & Special Collections (Archive of Industrial Society) houses extensive records documenting the region’s industrial and labor history, including union locals, worker organizations, and community groups. They collaborate with unions and historical societies to preserve and digitize materials, and support grant-funded projects that expand access to labor collections. Public programs and online exhibits share workers’ stories, increasing visibility and draw...",Heritage and Archive Partnerships,Union Hall Closures and Consolidation,"University Library System, University of Pittsburgh","7500 Thomas Boulevard, Pittsburgh, PA 15260",https://www.library.pitt.edu/archives-special-collections,ulsarchives@pitt.edu,
ArtWorks of Hazelwood,"ArtWorks of Hazelwood is a community arts and streetscape initiative that supports murals, signage, and public space improvements along Second Avenue and key gateways linking the Hazelwood neighborhood to the Hazelwood Green (Almono) former mill site. Working with local artists, businesses, and volunteers—and in partnership with ongoing streetscape and mobility upgrades—ArtWorks helps add benches, enhance lighting, and create wayfinding so the walking routes between workplaces on the riverfro...",Place-making & Welcome Corridor near Plants,Geographic Dispersion of Union Members,"Hazelwood Initiative, Inc.","4901 Second Avenue, Pittsburgh, PA 15207",https://www.hazelwoodinitiative.org,info@hazelwoodinitiative.org,
Artist Project Grants,"Erie Arts & Culture provides micro- and small project grants to individual artists and creatives to deliver community-facing events such as workshops, performances, and cultural celebrations across Erie County. Awards can support venue rental, marketing, accessibility (e.g., translation or childcare stipends), and materials—helping resident organizers stage inclusive events that strengthen community life.",Micro-grants for Event Organizers,Loss of Multi-Purpose Community Spaces,Erie Arts & Culture,"23 West 10th Street, Suite 2, Erie, PA 16501",https://www.erieartsandculture.org/grants,info@erieartsandculture.org,
Assemble,"Assemble connects neighbors through a digital community using Discord and video platforms for youth programs, mentor coordination, and resource sharing, while also maintaining an active events calendar online. The organization hosts weekly in-person maker nights at its Penn Avenue space and delivers pop-up STEAM workshops at schools and neighborhood events across Pittsburgh, marrying ongoing remote engagement with periodic, place-based gatherings.",Hybrid Digital-Physical Hubs,Union Hall Closures and Consolidation,Assemble,"4824 Penn Avenue, Pittsburgh, PA 15224",https://www.assemblepgh.org,info@assemblepgh.org,
Assemble Pop-Up Programs,"Assemble deploys rotating pop-up STEAM clubs at partner sites like libraries, schools, community centers, and storefronts using portable kits (art supplies, small tools, and lesson plans). Teaching artists and volunteers facilitate hands-on workshops—such as coding, crafting, and design—that create welcoming gathering spots and cultural activities in neighborhoods without needing a permanent venue.",Pop-up Clubs and Mobile Cultural Programming,Disappearance of Ethnic Clubs and Fraternal Lodges,Assemble,"4824 Penn Avenue, Pittsburgh, PA 15224",https://assemblepgh.org,info@assemblepgh.org,
BCTA Park & Ride and Commuter Connections,"Beaver County Transit Authority operates Park & Ride locations and commuter routes that connect outlying communities to regional centers. The Park & Ride lots act as meetup points for carpools and vanpools, and BCTA’s express buses provide a subsidized shuttle option to reach centralized gathering places. This network lets residents coordinate shared trips from multiple neighborhoods to union halls, conferences, and other events.",Transportation and Access Network,Union Hall Closures and Consolidation,Beaver County Transit Authority,"200 West Washington Street, Rochester, PA 15074",https://www.bcta.com,customerservice@bcta.com,
BCTA Vanpool Program,"Beaver County Transit Authority supports employer- and worker-organized vanpools in partnership with the regional CommuteInfo network, helping groups of employees share rides to plants and business parks across Beaver County and neighboring areas. Participants appoint volunteer coordinators/drivers, share vehicle and operating costs, and set suburban pick-up stops with schedules tailored to plant shift times. This cooperative structure restores everyday interaction among co-workers while redu...",Community Shuttle & Carpool Cooperative,Geographic Dispersion of Union Members,Beaver County Transit Authority,"200 West Washington Street, Rochester, PA 15074",https://www.bcta.com,info@bcta.com,
BCTA Vanpool Sponsorship,"Beaver County Transit Authority supports the creation of shared vanpools for workers traveling to major employers and industrial corridors in Beaver County, coordinating with CommuteInfo to align pick-ups and drop-offs with plant shift schedules. The program uses volunteer drivers and rider cost-sharing, sets suburban park-and-ride meeting points (including cross-county commuters), and provides an organized, cooperative ride that strengthens social ties among coworkers while reducing commute ...",Community Shuttle & Carpool Cooperative,Geographic Dispersion of Union Members,Beaver County Transit Authority (BCTA),"200 West Washington Street, Rochester, PA 15074",https://www.bcta.com,info@bcta.com,
BMNECC Community & Cultural Center,"Housed in a historic ethnic social hall, the Bulgarian Macedonian National Educational and Cultural Center operates as a multi-use community venue with affordable hall rentals, cultural classes, and civic events. A volunteer board and community members help coordinate programming and bookings, keeping the space accessible to neighborhood groups for meetings and low-cost events. This repurposed social hall aligns with the solution by maintaining a community-managed hub where scheduling and res...",Convert Vacant Union Halls into Multi-Use Community Hubs,Disappearance of Ethnic Clubs and Fraternal Lodges,Bulgarian Macedonian National Educational and Cultural Center (BMNECC),"449 W 8th Ave, West Homestead, PA 15120",https://www.bmnecc.org,,
BMNECC Community Cultural Center & Hall Rentals,"The Bulgarian-Macedonian National Educational and Cultural Center maintains a historic ethnic social hall as a community cultural center offering affordable event and meeting space to neighborhood groups, dance troupes, language classes, and civic organizations. Operated by a volunteer-supported nonprofit, the hall’s programming and rentals keep a once-declining fraternal facility active as a shared community resource. This model mirrors the solution by preserving and adapting a former social...",Convert Vacant Union Halls into Multi-Use Community Hubs,Disappearance of Ethnic Clubs and Fraternal Lodges,Bulgarian-Macedonian National Educational and Cultural Center (BMNECC),"449 West 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
BMNECC Cultural Programs,"Ongoing intergenerational cultural events—including dance nights, language classes, folklore ensembles, and holiday community dinners—hosted in a long-standing ethnic club hall. These recurring programs use a familiar, accessible gathering place to bring together children, parents, and elders, preserving tradition while fostering new connections. The model mirrors historic social halls by combining food, music, and shared practice to strengthen neighborhood belonging and mutual trust.",Intergenerational Programming Series,Loss of Multi-Purpose Community Spaces,Bulgarian Macedonian National Educational and Cultural Center (BMNECC),"449 West 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
BMNECC Event & Cultural Center,"The Bulgarian-Macedonian National Education and Cultural Center (BMNECC) operates a member-governed cultural hall that rents its ballroom and meeting spaces for weddings, educational workshops, cultural programs, and community meetings. As a nonprofit with a membership base and board governance, it maintains low fees and reinvests rental revenue into facility maintenance and cultural programming, functioning as a multi-use hub for the broader community.",Community Multi-Use Hub Co-op,Loss of Multi-Purpose Community Spaces,Bulgarian-Macedonian National Education and Cultural Center,"449 West 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
BMNECC Volunteer Program,"The Bulgarian-Macedonian National Educational and Cultural Center engages volunteers to steward its cultural hall and classrooms for festivals, weddings, community meetings, language classes, and partner programs. Volunteers assist with bookings coordination, open/close the facility, welcome guests, and support safety and accessibility during events. This member-driven stewardship preserves a traditional social hall model that serves multiple community functions in the Mon Valley.",Volunteer Venue Stewards Program,Loss of Multi-Purpose Community Spaces,Bulgarian-Macedonian National Educational and Cultural Center (BMNECC),"449 W 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
Banjo Night at Elks Lodge 339,"A weekly, open-to-the-public rehearsal and social night where neighbors of all ages gather for live music, food, and informal conversation. Hosted in a historic fraternal hall, the event recreates the multi-use, convivial atmosphere of former union and ethnic club halls by offering a recurring, low-cost community gathering that encourages intergenerational mingling and shared cultural traditions. The combination of music, volunteer-run kitchen service, and a welcoming space strengthens belong...",Intergenerational Programming Series,Loss of Multi-Purpose Community Spaces,Pittsburgh Banjo Club,"400 Cedar Avenue, Pittsburgh, PA 15212",https://www.pittsburghbanjoclub.com,info@pittsburghbanjoclub.com,
Be Here Ambassador Program,"Be Here Venango mobilizes local volunteer ambassadors to connect with people relocating to or returning to Venango County, offering neighborhood tours, introductions to community leaders, and invitations to social and civic gatherings. These ambassadors act as friendly “buddies” who accelerate newcomers’ integration into local networks and help them feel at home.",Neighborhood Welcome & Buddy Program,Geographic Dispersion of Union Members,Venango Area Chamber of Commerce,"24 Seneca Street, Oil City, PA 16301",https://beherevenango.org,info@beherevenango.org,
Beaver County Vanpool & Carpool (CommuteInfo Partner),"Beaver County Transit Authority partners with CommuteInfo to help workers form carpools and vanpools serving industrial parks and employers throughout the Ohio River valley. Groups set suburban pickup points and coordinate departure/arrival to align with plant shift times, often using park-and-ride lots and employer stops to streamline trips. The pooled rides reduce commute costs and stress while creating a daily social space for coworkers traveling from distant suburbs or neighboring states.",Community Shuttle & Carpool Cooperative,Geographic Dispersion of Union Members,Beaver County Transit Authority,"200 West Washington Street, Rochester, PA 15074",https://www.bcta.com,customerservice@bcta.com,
Block Ambassador Program,"Lawrenceville United recruits and trains Block Ambassadors—resident liaisons on each block—who check in with neighbors, share resources, and elevate issues to the organization and public agencies. Ambassadors coordinate small gatherings like porch meetings and block meetups, collect concerns, and connect residents to services and problem-solving channels, maintaining neighborhood connectivity even without a dedicated hall.",Local Liaison and Outreach Teams,Union Hall Closures and Consolidation,Lawrenceville United,"3429 Butler Street, Pittsburgh, PA 15201",https://www.lunited.org,info@lunited.org,
Block Ambassador Program,"Lawrenceville United recruits and trains Block Ambassadors—resident liaisons on each block—who check in with neighbors, share resources, and elevate issues to the organization and public agencies. Ambassadors coordinate small gatherings like porch meetings and block meetups, collect concerns, and connect residents to services and problem-solving channels, maintaining neighborhood connectivity even without a dedicated hall.",Neighborhood Welcome & Buddy Program,Geographic Dispersion of Union Members,Lawrenceville United,"3429 Butler Street, Pittsburgh, PA 15201",https://www.lunited.org,info@lunited.org,
Block Associations Program,"Operation Better Block organizes Homewood residents at the block level into resident-led associations that meet regularly to address housing conditions, safety, youth opportunities, and development priorities. Staff support block leaders to survey neighbors, set agendas, and coordinate actions like cleanups, vacant property tracking, landlord engagement, and advocacy with city departments—creating a year-round organizing presence rooted in everyday concerns.",Revitalize Civic Associations through Issue-Based Working Groups,Disappearance of Ethnic Clubs and Fraternal Lodges,"Operation Better Block, Inc.","801 N Homewood Avenue, Pittsburgh, PA 15208",https://www.obbinc.org,info@obbinc.org,
Block Captains Network,"Lawrenceville United coordinates a network of block captains and small working groups that host porch talks, house meetings, and public gatherings in schools, churches, and libraries throughout the neighborhood. These neighborhood cells help residents—many of them workers—identify local priorities, share resources, and influence decisions that affect daily life. The model sustains civic engagement and trust by anchoring meetings in accessible, familiar community spaces rather than a single hall.",Neighborhood Organizing Cells,Union Hall Closures and Consolidation,Lawrenceville United,"118 52nd Street, Pittsburgh, PA 15201",https://www.lunited.org,info@lunited.org,
Block Leader Program,"Cranberry Township’s Block Leader Program enlists veteran residents as volunteer liaisons for their streets. Block Leaders welcome new neighbors, share township and neighborhood information, and invite them to block parties, civic meetings, and local events. By creating a named point-of-contact for each block, the program functions as a neighborhood ambassador system that speeds integration and strengthens trust among residents.",Neighborhood Welcome & Buddy Program,Geographic Dispersion of Union Members,Cranberry Township,"2525 Rochester Road, Cranberry Township, PA 16066",https://www.cranberrytownship.org,info@cranberrytownship.org,
Bloomfield Development Activities Meetings (DAMs) and Community Forums,"Bloomfield Development Corporation, a City-recognized RCO, hosts public DAMs and community forums where residents hear from developers and public agencies, ask questions, and shape neighborhood priorities on land use, transportation, and public realm projects. BDC compiles and shares community feedback, which informs City decision-making and holds project sponsors accountable to resident concerns. Meetings are conducted in neighborhood venues and online to keep participation accessible and eq...",Neighborhood Assemblies and Civic Nights,Loss of Multi-Purpose Community Spaces,Bloomfield Development Corporation,"4905 Liberty Avenue, Pittsburgh, PA 15224",https://bloomfieldpgh.org,info@bloomfieldpgh.org,
Braddock Carnegie Library Association,"The Braddock Carnegie Library serves as a daily, low-barrier gathering place offering book clubs, arts and maker activities, and conversation-friendly spaces that encourage informal neighbor meetups. Staff and volunteers host programs, greet newcomers, and maintain community news boards, helping residents connect and stay informed.",Neighborhood Third-Places Program,Disappearance of Ethnic Clubs and Fraternal Lodges,Braddock Carnegie Library Association,"419 Library Street, Braddock, PA 15104",https://www.braddocklibrary.org,info@braddocklibrary.org,
Braddock Carnegie Library Tool Lending Library,"The Braddock Carnegie Library Association operates a Tool Lending Library with a web-based catalog and reservation system that lets residents browse, reserve, and check out equipment for projects, alongside a public calendar of programs. The library also provides community meeting spaces that can be reserved online or by phone at low or no cost, making multipurpose spaces and equipment accessible in a deindustrialized town. Staff support phone-based bookings and walk-in assistance, implementi...",Shared Booking Platform + Community Calendar,Loss of Multi-Purpose Community Spaces,Braddock Carnegie Library Association,"419 Library Street, Braddock, PA 15104",https://www.braddocklibrary.org/tool-lending-library/,info@braddocklibrary.org,
Braddock Carnegie Library – Community Rooms & Programs,"The Braddock Carnegie Library Association stewards a historic community building that provides free and low-cost rooms for meetings, clubs, educational programs, and family activities, effectively serving the multi-functional role once provided by union halls. Long-term nonprofit ownership ensures that the space remains permanently available to residents and community groups at accessible rates. This model demonstrates durable, community-controlled access to social infrastructure in a deindus...",Community Land Trust for Social Spaces,Loss of Multi-Purpose Community Spaces,Braddock Carnegie Library Association,"419 Library Street, Braddock, PA 15104",https://www.braddocklibrary.org,info@braddocklibrary.org,
Bulgarian Macedonian National Educational and Cultural Center (BMNECC),"The Bulgarian Macedonian National Educational and Cultural Center (BMNECC) maintains an ethnic cultural hall that hosts recurring intergenerational events including community dinners, folk dance nights, language classes, and traditional cooking workshops. The center’s hall is regularly used by families, seniors, and youth for cultural, social, and civic gatherings, directly echoing the multi-functional role historic ethnic clubs played in building trust and belonging.",Intergenerational Programming Series,Loss of Multi-Purpose Community Spaces,Bulgarian Macedonian National Educational and Cultural Center,"449 West 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
Bulgarian Macedonian National Educational and Cultural Center (BMNECC),"BMNECC owns and manages a community cultural hall that is funded by member dues, program fees, and space rentals for public and private events. The facility is governed by a member-elected board with extensive volunteer participation in operations and upkeep, exemplifying a cooperative, community-ownership model that keeps a former working-class social hall active for neighborhood use.",Community Cooperative Ownership,Union Hall Closures and Consolidation,BMNECC,"449 West 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
Bulgarian-Macedonian National Educational and Cultural Center (BMNECC),"BMNECC preserves and activates a historic ethnic fraternal hall as a public-facing cultural and community center, offering affordable event rentals, classes, youth programs, and community gatherings. Run by a volunteer board, the center coordinates scheduling and partnerships so local organizations can share space and management responsibilities. By reusing an ethnic social club facility for multi-use community activities, BMNECC directly addresses the erosion of neighborhood gathering places...",Convert Vacant Union Halls into Multi-Use Community Hubs,Disappearance of Ethnic Clubs and Fraternal Lodges,BMNECC,"449 W 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
Bulgarian-Macedonian National Educational and Cultural Center (BMNECC),"BMNECC operates out of a historic ethnic society hall in West Homestead as an inclusive cultural center for descendants, neighbors, and the wider public. It hosts folk dance ensembles, Bulgarian language and culture classes, cooking workshops, and heritage festivals that activate the space throughout the year. A volunteer board and member dues, event revenues, and local sponsorships sustain operations, directly reflecting the model of reviving ethnic lodges as modern community associations.",Revive Ethnic and Fraternal Clubs as Modern Community Associations,Disappearance of Ethnic Clubs and Fraternal Lodges,Bulgarian-Macedonian National Educational and Cultural Center,"449 West 8th Avenue, West Homestead, PA 15120",https://www.bmnecc.org,info@bmnecc.org,
Business Energy Efficiency Programs,"Duquesne Light Company provides on-site energy assessments through its implementation partners and offers cash incentives that significantly offset the cost of LED lighting, HVAC, and other energy-saving retrofits for small businesses and nonprofits. Community halls in DLC’s service territory can combine these rebates with grants and local fundraising to complete retrofit projects that reduce ongoing electricity bills and improve building comfort.",Energy Efficiency Retrofits,Union Hall Closures and Consolidation,Duquesne Light Company,"411 Seventh Avenue, Pittsburgh, PA 15219",https://www.duquesnelight.com/business/save-energy-and-money,,
Business Energy Efficiency Programs (Nonprofits),"Duquesne Light’s Business Energy Efficiency Programs offer no-cost or low-cost assessments and high incentive levels for nonprofit facilities to upgrade to LED lighting and other energy-saving equipment. Through utility rebates and implementation support, the program helps community halls and similar spaces complete lighting retrofits and other efficiency projects that lower utility bills and ongoing operating costs.",Energy Efficiency Retrofits,Union Hall Closures and Consolidation,Duquesne Light Company,"411 Seventh Avenue, Pittsburgh, PA 15219",https://www.duquesnelight.com/save-money/for-your-business/energy-efficiency-programs,,
CCAC Mobile Training Labs (Welding & Advanced Manufacturing),"Community College of Allegheny County operates mobile training labs—trailers outfitted as classrooms and shops—that bring hands-on welding and mechatronics instruction to neighborhoods, schools, and worksites. These trailer-based labs convert parking lots into temporary learning and meeting spaces for career exploration, short-term training, and employer engagement. The model enables pop-up job fairs, information sessions, and skills assessments in communities that lack a dedicated hall or tr...",Mobile Community Van/Trailer,Loss of Multi-Purpose Community Spaces,Community College of Allegheny County (CCAC),"808 Ridge Avenue, Pittsburgh, PA 15212",https://www.ccac.edu,,
CLP Events & Meeting Room Listings,"Carnegie Library of Pittsburgh runs a systemwide events calendar that lists classes, workshops, community meetings, and public programs across branches, along with information about reservable meeting rooms. Branches provide printed monthly program guides and posted calendars for patrons—especially helpful for seniors and those without reliable internet—and staff help groups submit events and set up reminders via email or phone. The online calendar is lightweight and accessible, ensuring resi...",Community Calendar and Communication Network,Disappearance of Ethnic Clubs and Fraternal Lodges,Carnegie Library of Pittsburgh,"4400 Forbes Avenue, Pittsburgh, PA 15213",https://www.carnegielibrary.org/events/,info@carnegielibrary.org,
CLP Pop-Up Library & Outreach,"Carnegie Library of Pittsburgh’s Pop-Up Library & Outreach sets up temporary library stations—tables, book carts, Wi-Fi, and program kits—at community events, schools, senior sites, and partner venues across the city. Librarians and volunteers host storytimes, language and conversation groups, and informal clubs, using portable materials to bring cultural and social programming into everyday neighborhood spaces.",Pop-up Clubs and Mobile Cultural Programming,Disappearance of Ethnic Clubs and Fraternal Lodges,Carnegie Library of Pittsburgh,"4400 Forbes Avenue, Pittsburgh, PA 15213",https://www.carnegielibrary.org,info@carnegielibrary.org,
