Name,Description,Solution,Obstacle,Organization,Address,Website,Email,Phone,Latitude,Longitude
ALCOSAN Clean Water Plan Project Labor Agreement and Workforce Development,"ALCOSAN’s multi-year Clean Water Plan operates under a Project Labor Agreement that sets union-scale wage floors, healthcare and retirement benefits, and apprenticeship standards on major construction. The authority pairs this with workforce programs and hiring goals that prioritize local residents and underrepresented workers for project jobs, effectively creating a good-job pledge with local hiring pathways tied to the region’s largest infrastructure investment.",Good-Job Pledge and Local Hiring Agreements,Economic Desperation from Limited Job Alternatives,Allegheny County Sanitary Authority (ALCOSAN),"3300 Preble Avenue, Pittsburgh, PA 15233",https://www.alcosan.org,info@alcosan.org,
ALCOSAN Responsible Contracting Policy and Clean Water Plan Project Labor Agreement,"ALCOSAN implements a Responsible Contracting Policy and a Project Labor Agreement for its multi-year Clean Water Plan, requiring prevailing wages, apprenticeship participation, and labor stability provisions across covered construction contracts. Bidders that satisfy these standards are eligible and prioritized for awards, tying significant public investment to measurable job quality benchmarks. This operationalizes a good jobs procurement model that supports union pathways and sustained empl...",Local 'Good Jobs' Procurement & Incentive Pledge,Fear of Job Loss Overrides Union Loyalty,Allegheny County Sanitary Authority (ALCOSAN),"3300 Preble Avenue, Pittsburgh, PA 15233",https://www.alcosan.org/doing-business,info@alcosan.org,
ARIN IU28 Mobile Fab Lab,"ARIN Intermediate Unit 28’s Mobile Fab Lab brings pop-up digital fabrication training—including CAD/CAM, 3D printing, laser cutting, and CNC—to community sites and schools throughout Armstrong and Indiana counties. By delivering equipment and instructors on-site, the program provides hands-on skills development and credential-aligned activities that reduce transportation barriers for rural learners.",Mobile Training Units,Decline in Occupational Skills and Training Pathways,ARIN Intermediate Unit 28,"2895 W Pike Road, Indiana, PA 15701",https://www.iu28.org,info@iu28.org,
ARM Institute Headquarters & Education and Workforce Development at Mill 19,"The ARM Institute’s headquarters at Mill 19—built within a former steel mill—hosts shared robotics and advanced manufacturing labs used by member companies, community colleges, and workforce agencies. Partners co-develop curriculum and use common equipment and instructors to deliver hands-on training in automation and robotics, lowering barriers for small and mid-sized firms. By converting industrial space into a collaborative training center, the site connects learners to in-demand skills an...",Shared Community Training Hubs,Decline in Occupational Skills and Training Pathways,Advanced Robotics for Manufacturing (ARM) Institute,"4501 Lytle Street, Pittsburgh, PA 15207",https://arminstitute.org,info@arminstitute.org,
Adult Day Services at the JCC,"The JCC’s Adult Day Services program provides supervised daytime care, therapeutic activities, meals, and transportation for older adults, allowing family caregivers to maintain employment—even with nonstandard shifts. Need-based financial assistance and extended daytime hours help reduce costs and align care schedules to work demands, effectively functioning as community-based eldercare that enables workers to keep or pursue better-paying jobs.",Childcare and Caregiving Cooperative Network,Economic Desperation from Limited Job Alternatives,Jewish Community Center of Greater Pittsburgh,"5738 Forbes Avenue, Pittsburgh, PA 15217",https://jccpgh.org,info@jccpgh.org,
Adult Education and Career Services,"Literacy Pittsburgh offers digital literacy bootcamps and career coaching that build foundational tech skills (computers, Microsoft Office/Google tools) and prepare adults for entry-level IT support, customer service, and healthcare-adjacent roles. Advisors help learners translate prior work experience into new career pathways and connect them with employer-aligned training partners and job opportunities.",Retraining for Transferable and Emerging Skills,Decline in Occupational Skills and Training Pathways,Literacy Pittsburgh,"411 Seventh Avenue, Suite 525, Pittsburgh, PA 15219",https://www.literacypittsburgh.org,info@literacypittsburgh.org,
Advanced Manufacturing and Innovation Center (AMIC),"AMIC offers shared labs, prototyping and fabrication equipment, and engineering support to startups and small manufacturers in the Erie region, reducing upfront capital barriers. Through Innovation Commons and faculty/industry mentorship, companies receive business coaching and commercialization support, while AMIC’s network connects them to regional suppliers and procurement opportunities in plastics, metals, and related sectors. The center helps entrepreneurs and displaced workers move from...",Small Manufacturer Incubator and Supply-Chain Development,Economic Desperation from Limited Job Alternatives,Penn State Behrend,"5350 Technology Drive, Erie, PA 16510",https://behrend.psu.edu/industry/amic,,
Advanced Technology Center (ATC),"Located inside RIDC Westmoreland, the former Sony television plant transformed into a regional innovation campus, Westmoreland’s ATC provides collaborative training labs for mechatronics, robotics, welding, and additive manufacturing. The labs are shared by high school CTE partners, adult learners, apprentices, and employer-sponsored cohorts, often co-taught with industry professionals. By enabling small and mid-sized manufacturers and unions to tap into college-run equipment and instructors,...",Shared Community Training Hubs,Decline in Occupational Skills and Training Pathways,Westmoreland County Community College,"1001 Technology Drive, Suite 1000, Mt. Pleasant, PA 15666",https://westmoreland.edu/academics/locations/advanced-technology-center.html,,
Advanced Technology Center (ATC),"Located in the repurposed Sony electronics plant at RIDC Westmoreland, the ATC serves as a shared training hub for advanced manufacturing, machining, mechatronics, welding, and robotics. Westmoreland County Community College co-locates labs and instructors with high schools, small manufacturers, and workforce partners so multiple organizations can use the same equipment and classrooms. This cooperative, industry-aligned setup reduces training costs and creates direct pipelines from youth and ...",Shared Community Training Hubs,Decline in Occupational Skills and Training Pathways,Westmoreland County Community College,"1001 Technology Drive, Suite 9000, Mt. Pleasant, PA 15666",https://westmoreland.edu/locations/advanced-technology-center.html,admissions@westmoreland.edu,
Aftercare (Alumni Mentoring & Employment Support),"Trade Institute of Pittsburgh’s Aftercare program keeps graduates connected to the school and to one another, with alumni returning to mentor new cohorts, share job leads, and help navigate worksites after placement. Seasoned instructors, including retired tradespeople from masonry and related crafts, provide ongoing coaching that supplements classroom training, while staff counselors coordinate peer support and employer introductions to sustain career progress.",Peer Mentoring and Alumni Networks,Decline in Occupational Skills and Training Pathways,Trade Institute of Pittsburgh,"7800 Susquehanna Street, Suite 301, Pittsburgh, PA 15208",https://www.tradeinstitute.org,info@tradeinstitute.org,
Allegheny County Analytics Provider Dashboards,"Allegheny County DHS publishes public dashboards that report on human service providers’ performance, including staffing stability/turnover, service quality, and other indicators relevant to workforce practices. By making employer-level indicators visible to residents, clients, and funders, the dashboards create reputational and funding incentives for providers to improve job quality and community outcomes. This transparency functions as an employer accountability scorecard within the region’...",Local employer accountability scorecard,Alignment with Company Rather than Union,Allegheny County Department of Human Services,"1 Smithfield Street, Pittsburgh, PA 15222",https://www.alleghenycountyanalytics.us,DHS-Response@alleghenycounty.us,
Allegheny County Analytics – Learn & Earn Dashboard,"Allegheny County Analytics publishes interactive dashboards for the Learn & Earn summer youth employment program and related workforce initiatives. The dashboards report placements, wages earned, hours worked, completion rates, employer partners, and demographics by municipality, giving the public a transparent view of training outcomes and employer participation to guide choices and enhance accountability.",Local Workforce Data Dashboards,Decline in Occupational Skills and Training Pathways,Allegheny County Department of Human Services,"1 Smithfield Street, Pittsburgh, PA 15222",https://www.alleghenycountyanalytics.us,DHS-Research@alleghenycounty.us,
Allegheny County Analytics – Workforce and Program Dashboards,"Allegheny County DHS’s public analytics site hosts dashboards that track the performance of employment and training initiatives, including participant demographics, placements, wage outcomes, and provider-level results. By making program outcomes and labor indicators transparent, the dashboards inform residents about effective pathways and enable the County to monitor partners and drive accountability across the workforce system.",Local Workforce Data Dashboards,Decline in Occupational Skills and Training Pathways,Allegheny County Department of Human Services (DHS),"1 Smithfield Street, Pittsburgh, PA 15222",https://www.alleghenycountyanalytics.us,DHS-Research@alleghenycounty.us,
Allegheny County Family Centers Network,"The Family Centers provide neighborhood-based parenting education, peer support groups, case management, and connections to resources like benefits enrollment and employment services. Many centers also host budgeting and financial skill-building workshops, helping families reduce financial stress and plan for the long term. By stabilizing households and strengthening social support, the network reduces zero-sum competition and fosters cooperative decision-making within families and communities.","Mental Health, Family Support and Resilience Programs",Survival Instincts Replace Collective Solidarity,Allegheny County Department of Human Services,"1 Smithfield Street, Pittsburgh, PA 15222",https://www.alleghenycounty.us/Human-Services/Programs-Services/Child-Development/Family-Centers.aspx,DHS-Response@alleghenycounty.us,
Allegheny County MWDBE Program,"Allegheny County’s MWDBE Program certifies local minority-, women-, and disadvantaged-owned businesses and maintains a public directory that county departments and prime contractors use to find local suppliers. The program sets participation goals and enforces contract compliance, which prioritizes purchasing from community-based businesses and encourages local hiring on county-funded projects—directly aligning with a “hire local” and “buy local” approach.",Local Purchasing & 'Hire Local' Campaigns,Survival Instincts Replace Collective Solidarity,Allegheny County Department of Equity and Inclusion,"542 Forbes Avenue, Pittsburgh, PA 15219",https://www.alleghenycounty.us/MWDBE,mwdbe@alleghenycounty.us,
"Allegheny County Office of Minority, Women and Disadvantaged Business Enterprise (MWDBE) Program","Allegheny County’s MWDBE Program certifies local minority-, women-, and disadvantaged-owned firms and maintains a public directory that county departments and prime contractors use to source local suppliers. The program sets contract participation goals and provides outreach and technical assistance, effectively creating a structured commitment for government agencies to purchase from community-based businesses and to prioritize local hiring through subcontracting and workforce requirements.",Local Purchasing & 'Hire Local' Campaigns,Survival Instincts Replace Collective Solidarity,Allegheny County,"542 Forbes Avenue, Pittsburgh, PA 15219",https://www.alleghenycounty.us/departments/mwdbe/index.aspx,mwdbe@alleghenycounty.us,
Allegheny County Responsible Contractor Ordinance (Public Works),"Allegheny County’s Responsible Contractor Ordinance sets bid requirements for County-funded construction that include participation in bona fide apprenticeship programs, adherence to prevailing-wage and worker-classification laws, and a strong compliance record. Bids that fail to meet these standards are non-responsive, steering contracts toward firms that sustain fair wages, union training pipelines, and high-road employment practices. By conditioning awards on these criteria, the County use...",Local 'Good Jobs' Procurement & Incentive Pledge,Fear of Job Loss Overrides Union Loyalty,Allegheny County Department of Administrative Services – Purchasing Division,"542 Forbes Avenue, Pittsburgh, PA 15219",https://www.alleghenycounty.us/purchasing,purchasing@alleghenycounty.us,
Allegheny County Responsible Contractor and Living Wage Policies,"Allegheny County’s procurement rules include a Responsible Contractor policy for construction and a Living Wage requirement for covered service contracts, which require bidders to meet apprenticeship/training and safety standards and to pay a living or prevailing wage. These policies allow the County to favor firms that commit to fair compensation and skilled, often union, workforces when awarding contracts or incentives—supporting job security and reducing fears of wage-cutting or retaliatio...",Local 'Good Jobs' Procurement & Incentive Pledge,Fear of Job Loss Overrides Union Loyalty,Allegheny County,"436 Grant Street, Pittsburgh, PA 15219",https://www.alleghenycounty.us/purchasing/index.aspx,purchasing@alleghenycounty.us,
Allegheny County Service Worker Retention Ordinance,"This countywide law requires successor employers and contractors in covered facilities to retain existing service employees for a transition period (typically 90 days) when contracts or ownership change. By mandating notice, retention/recall preference, and evaluation before termination, it functions like a job-security clause that can be incorporated by reference into publicly supported redevelopment and facility contracts. The ordinance reduces abrupt job losses and gives affected workers a...",Community Redevelopment Agreements with Job Security Clauses,Fear of Job Loss Overrides Union Loyalty,Allegheny County Council,"436 Grant Street, Pittsburgh, PA 15219",https://www.alleghenycounty.us/county-council/index.aspx,county.council@alleghenycounty.us,
Allegheny Link Housing Stabilization and Homelessness Prevention,"Allegheny Link offers short-term financial assistance for rent, utilities, security deposits, and relocation to help households quickly stabilize housing, including when moving for employment or to avoid job loss. By bridging temporary affordability gaps, the program complements regional affordable housing efforts and helps workers remain housed near job centers throughout Western Pennsylvania.",Affordable Housing Near Employment and Commuter Support,Economic Desperation from Limited Job Alternatives,Allegheny County Department of Human Services,"1 Smithfield Street, Pittsburgh, PA 15222",https://www.alleghenycounty.us/Human-Services/Programs-Services/Basic-Needs/Housing/Allegheny-Link.aspx,AlleghenyLink@alleghenycounty.us,
Allegheny Link to Home – Housing Services,"Allegheny Link serves as the county’s coordinated entry and referral system, connecting residents to emergency rental assistance, security deposits, rapid re-housing, and relocation help when employment changes force a move. By linking workers to short-term rent-bridge supports and stabilization resources, the program helps households quickly obtain housing near jobs and transit while longer-term affordability strategies take effect.",Affordable Housing Near Employment and Commuter Support,Economic Desperation from Limited Job Alternatives,Allegheny County Department of Human Services,"1 Smithfield Street, Pittsburgh, PA 15222",https://www.alleghenycounty.us/Human-Services/Programs-Services/Housing/Housing-Services/Allegheny-Link.aspx,AlleghenyLink@AlleghenyCounty.us,
Allegheny-Fayette Central Labor Council,"The Allegheny-Fayette Central Labor Council (AFL-CIO) is a countywide council that unites union locals and their community allies to coordinate campaigns, rapid responses to plant closures, and support for dislocated workers. It convenes worker leaders, community and faith partners, and civic groups to share information, organize collective actions, and present unified demands to employers and local government on issues like job retention, safety, and community benefits.",Community Labor Councils,Survival Instincts Replace Collective Solidarity,AFL-CIO,"60 Boulevard of the Allies, Pittsburgh, PA 15222",https://unionhall.aflcio.org/allegheny-fayette-clc,,
Allegheny-Fayette Central Labor Council,"The Allegheny-Fayette Central Labor Council unites local unions and community allies to run grassroots legislative campaigns that strengthen worker protections in Western Pennsylvania. Through lobby visits, public testimony, petition drives, and rapid mobilizations, the council advocates for policies such as stronger enforcement of WARN and local labor standards, wage-theft enforcement, paid sick time, and state-level protections that deter the use of permanent replacement workers. This commu...",Grassroots Advocacy for Stronger Worker Protections,Fear of Job Loss Overrides Union Loyalty,"Allegheny-Fayette Central Labor Council, AFL-CIO","1459 Banksville Road, Suite 200, Pittsburgh, PA 15216",https://unionpgh.org,info@unionpgh.org,
Allegheny-Fayette Central Labor Council (AFL-CIO),"The Allegheny-Fayette Central Labor Council is the community labor council for Allegheny and Fayette counties, bringing together unions, worker committees, faith leaders, and community organizations to act collectively. It coordinates responses to plant closures and layoffs by convening cross-sector meetings, sharing information and resources among locals and community partners, and advocating jointly with employers and local government for fair outcomes. This directly implements the communit...",Community Labor Councils,Survival Instincts Replace Collective Solidarity,AFL-CIO,"1459 Banksville Road, Suite 200, Pittsburgh, PA 15216",https://unionhall.aflcio.org/allegheny-fayette-clc,,
"Allegheny-Fayette Central Labor Council, AFL-CIO","The regional labor council convenes unions with faith congregations, neighborhood groups, nonprofits, and local businesses to advance policies such as paid sick leave, wage-theft enforcement, and safe workplaces. Through its labor–community services partnerships (including the United Labor Agency), it coordinates solidarity actions, applies public pressure on unfair employer practices, and connects workers to pooled support like hardship funds, referrals, and trainings so no single employer d...",Cross-sector community coalition for fair workplaces,Alignment with Company Rather than Union,"Allegheny-Fayette Central Labor Council, AFL-CIO","1459 Woodruff Street, Pittsburgh, PA 15220",https://laborpgh.org,,
AlphaLab & AlphaLab Gear Demo Day,"Innovation Works’ Demo Day events feature regional startups pitching to investors, corporate partners, universities, and community stakeholders, creating a marketplace for talent and business partnerships. These pitch-driven matchmaking gatherings help entrepreneurs recruit displaced workers and link with anchor institutions for pilots, supply-chain opportunities, and collaborative growth.",Re-employment & Business Matchmaking Fairs,Survival Instincts Replace Collective Solidarity,Innovation Works (AlphaLab and AlphaLab Gear),"6501 Penn Avenue, Pittsburgh, PA 15206",https://www.alphalab.org,info@innovationworks.org,
AlphaLab Gear Hardware Accelerator,"AlphaLab Gear is a hardware-focused incubator that provides shared prototyping labs and equipment (electronics benches, 3D printing, machining, and testing) plus intensive business coaching to help founders build and scale physical products and small manufacturing ventures. The program connects startups to regional contract manufacturers, supply-chain mentors, and corporate partners for pilots and procurement, growing local supplier capacity in Western Pennsylvania.",Small Manufacturer Incubator and Supply-Chain Development,Economic Desperation from Limited Job Alternatives,Innovation Works,"6024 Broad Street, Pittsburgh, PA 15206",https://alphalabgear.org,info@alphalab.org,
AlphaLab Gear Hardware Accelerator,"AlphaLab Gear is a hardware-focused accelerator that provides a low-cost incubator environment with shared prototyping spaces, equipment access, and coworking, coupled with intensive mentorship from experienced founders and industry experts. The program includes workshops and office hours with legal and accounting partners, and provides seed funding to help teams validate products, launch ventures, and create jobs in the region.",Small Manufacturer Incubator and Supply-Chain Development,Economic Desperation from Limited Job Alternatives,Innovation Works,"6024 Broad Street, Pittsburgh, PA 15206",https://www.alphalabgear.org,info@innovationworks.org,
Ambassador Program,"Neighborhood Resilience Project’s Ambassador Program trains neighborhood leaders to check in on residents, coordinate food distributions, and connect people to transportation, housing, and employment resources. This peer-to-peer network functions as mutual aid, with trusted local ambassadors organizing practical support and information sharing in communities impacted by disinvestment and job loss. By mobilizing neighbors to support one another, the program rebuilds social cohesion and collect...",Mutual Aid and Peer Support Networks,Survival Instincts Replace Collective Solidarity,Neighborhood Resilience Project,"2038 Bedford Avenue, Pittsburgh, PA 15219",https://www.neighborhoodresilience.org,info@neighborhoodresilience.org,
Anathan Club Adult Day Memory Care,"The Anathan Club provides adult day services for older adults with memory care needs, offering supervised daytime care, activities, meals, and transportation so family caregivers can work during the day. By providing structured, reliable daytime coverage and assisting families in accessing subsidies and support programs, it reduces eldercare constraints that can force workers to leave or turn down good-paying jobs.",Childcare and Caregiving Cooperative Network,Economic Desperation from Limited Job Alternatives,Jewish Association on Aging,"200 JHF Drive, Pittsburgh, PA 15217",https://www.jaapgh.org,info@jaapgh.org,
Angel’s Place Child Care Centers,"Angel’s Place offers high-quality early childhood education and child care at little to no cost for income-eligible single parents who are working or in school, with scheduling tailored to class and work demands. By using flexible hours and sliding/zero tuition based on need, the program enables caregivers to pursue and maintain stable, living-wage employment without unaffordable child care expenses.",Childcare and Caregiving Cooperative Network,Economic Desperation from Limited Job Alternatives,"Angel’s Place, Inc.","2615 Norwood Avenue, Pittsburgh, PA 15214",https://www.angelsplacepgh.org,info@angelsplacepgh.org,
Anselmo Training Innovation Center (ATIC) / Manufacturing 2000,"New Century Careers’ ATIC on Pittsburgh’s South Side is a community-based machining training hub that shares CNC machines, manual equipment, and instructors across cohorts and employer partners. Through its Manufacturing 2000 (M2K) program, NCC collaborates with small manufacturers, high schools, and workforce boards to deliver hands-on, no-cost pre-apprenticeship training that feeds directly into entry-level and apprenticeship roles. By pooling capital-intensive tooling and teaching under on...",Shared Community Training Hubs,Decline in Occupational Skills and Training Pathways,New Century Careers,"305 East Carson Street, Pittsburgh, PA 15203",https://www.ncsquared.com,info@ncsquared.com,
Apprenti PGH,"Apprenti PGH runs registered technology apprenticeships that place adults into paid, employer-sponsored roles in software, IT, and tech support. The program screens and trains candidates, then matches them with partner employers and mentors, effectively creating a living registry of apprenticeship slots in the region’s growing tech sector. Cohort learning and peer support, combined with employer-linked training, help displaced workers shift into high-demand careers.",Apprenticeship and Skill-Sharing Network,Survival Instincts Replace Collective Solidarity,fortyx80 (an affiliate of the Pittsburgh Technology Council),"100 South Commons, Suite 100, Pittsburgh, PA 15212",https://www.fortyx80.org/apprenti,info@fortyx80.org,
Apprenti PGH,"Apprenti PGH organizes an employer consortium in the tech sector where companies commit to standardized apprenticeship roles (e.g., software developer, cybersecurity analyst) and shared training delivered to common skill specifications. Employers contribute to training costs and hire apprentices from each cohort, creating a guaranteed interview/placement pathway from training into paid, on-the-job apprenticeship positions.",Sector-Based Employer Consortia,Decline in Occupational Skills and Training Pathways,fortyX80 (Pittsburgh Technology Council),"100 South Commons, Suite 100, Pittsburgh, PA 15212",https://www.fortyx80.org/apprenti,info@fortyx80.org,
Apprenti PGH,"Apprenti PGH runs employer-led info sessions and community workshops that map pathways for career-changers—from legacy sectors like manufacturing or retail—into IT roles through registered apprenticeships. Their materials clearly spell out step-by-step transitions from high school or adult re-skilling to aptitude screening, preparatory training, paid apprenticeship, and full-time employment, translating existing skills into new-sector tech competencies.",Cross-Sector Job Pathway Mapping,Decline in Occupational Skills and Training Pathways,FortyX80 (an affiliate of the Pittsburgh Technology Council),"100 South Commons, Suite 172, Pittsburgh, PA 15212",https://fortyx80.org/apprenti/,apprenti@fortyx80.org,
Apprenti PGH,"Apprenti PGH places adults into registered tech apprenticeships where employers hire based on validated competencies and aptitude rather than four-year degrees. Participating companies commit to use skills assessments, related technical instruction, and industry certifications (e.g., CompTIA) as hiring and advancement criteria—an explicit shift to competency-based hiring. The program builds a pipeline from training to employment and guides HR teams to rewrite job descriptions to focus on skil...",Competency-Based Hiring Pledge,Decline in Occupational Skills and Training Pathways,Pittsburgh Technology Council,"100 South Commons, Suite 172, Pittsburgh, PA 15212",https://apprenticareers.org/locations/pittsburgh,info@pghtech.org,
Apprenti PGH,"Apprenti PGH is a tech registered apprenticeship that places candidates into paid roles with regional employers based on aptitude and validated competencies, not four-year degrees. Employers commit to skills-based screening, on-the-job training, and acceptance of industry certifications and prior learning as substitutes for degree requirements. The program creates direct, family-sustaining pathways into IT careers for recent graduates and career changers.",Competency-Based Hiring Pledge,Decline in Occupational Skills and Training Pathways,Pittsburgh Technology Council,"100 South Commons, Suite 172, Pittsburgh, PA 15212",https://www.pghtech.org/programs/apprenti,info@pghtech.org,
Apprenti PGH,"Apprenti PGH is a registered apprenticeship program that partners with Southwestern Pennsylvania tech employers to hire and train talent for roles such as IT support, software development, and cybersecurity. Participants are hired as paid apprentices and complete employer-supervised, on-the-job training after targeted technical instruction, creating a direct pipeline to full-time roles. FortyX80 coordinates employer matching, mentorship, and related instruction aligned to regional hiring demand.",Work-Based Learning Placements,Decline in Occupational Skills and Training Pathways,Fortyx80,"100 South Commons, Suite 172, Pittsburgh, PA 15212",https://www.fortyx80.org/apprenti,info@fortyx80.org,
Apprenti PGH (Registered Tech Apprenticeships),"Apprenti PGH places adults and career changers into paid, employer-based apprenticeships at regional technology companies, pairing related technical instruction with full-time, supervised on-the-job training. Participants learn under employer mentors and are hired into apprenticeship roles that are designed to convert to long-term employment upon successful completion.",Work-Based Learning Placements,Decline in Occupational Skills and Training Pathways,Pittsburgh Technology Council,"100 South Commons, Suite 172, Pittsburgh, PA 15212",https://www.pghtech.org/programs/apprenti,info@pghtech.org,
Apprenti Pittsburgh,"Apprenti Pittsburgh is a registered apprenticeship program that recruits, screens, and places career changers into paid IT apprenticeships with regional employers, then coordinates related technical instruction with local training partners. It serves as a centralized, employer-linked registry of apprenticeship slots in tech—an expanding sector—while organizing cohorts that learn together and receive mentorship from industry professionals. This model aligns displaced workers with new opportuni...",Apprenticeship and Skill-Sharing Network,Survival Instincts Replace Collective Solidarity,Fortyx80 (an initiative of the Pittsburgh Technology Council),"100 South Commons, Suite 172, Pittsburgh, PA 15212",https://www.apprenticareers.org/locations/pittsburgh,info@fortyx80.org,
Apprenti Pittsburgh,"Apprenti Pittsburgh organizes a consortium of regional tech employers to co-fund and co-design pre-apprenticeship training aligned to standardized role profiles (e.g., software developer, cybersecurity analyst). Candidates who complete the standardized classroom training transition into paid, registered apprenticeships with participating employers, creating a guaranteed employment pathway. The program reduces individual employer training costs by pooling resources and ensures consistent skill...",Sector-Based Employer Consortia,Decline in Occupational Skills and Training Pathways,Pittsburgh Technology Council (in partnership with Apprenti),"100 South Commons, Suite 172, Pittsburgh, PA 15212",https://www.pghtech.org/programs/Apprenti,info@pghtech.org,
